hour_index,timestamp,global_horizontal_irradiance,direct_normal_irradiance,diffuse_horizontal_irradiance,dry_bulb_temperature,windspeed,albedo,solar_altitude_angle,solar_azimuth_angle,solar_incident_angle,horizon_elevation_angle,tracker_roll_angle,adjusted_ghi,poa_direct_irradiance,poa_diffuse_irradiance,poa_reflected_irradiance,shaded_direct_irradiance,shaded_diffuse_irradiance,shaded_reflected_irradiance,effective_direct_irradiance,effective_diffuse_irradiance,effective_reflected_irradiance,soiled_irradiance,total_irradiance,nameplate_power,avg_cell_temp,module_irradiance_derated_power,module_mpp_power,module_power,optimizer_input_power,optimizer_output_power,optimal_dc_power,optimal_dc_voltage,inverter_overpower_loss,inverter_underpower_loss,inverter_overvoltage_loss,inverter_undervoltage_loss,actual_dc_power,actual_dc_voltage,ac_power,grid_power
121,1/6/2004 0:00,0,0,0,5.14,6.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,1/6/2004 1:00,0,0,0,4.2,6.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,1/6/2004 2:00,0,0,0,3.09,6.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1/6/2004 3:00,0,0,0,1.98,8.94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1/6/2004 4:00,0,0,0,0.87,8.94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,1/6/2004 5:00,0,0,0,0.21,8.94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1/6/2004 6:00,0,0,0,-0.45,5.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1/6/2004 7:00,1,1,1,-1.11,5.8,0,-3.5642226,114.73367,83.09987,0,,1,0,0.8736173,0.009369222,0,0.8425724,0,0,0.80997163,0,0.77514285,0.77512693,3315.1855,-1.0911716,1512.8185,1636.4047,1602.836,0,0,1602.8267,831.32086,0,0,0,76.65079,1526.1759,879.99915,1503.2832,1495.766846
129,1/6/2004 8:00,51,9,50,-0.94,5.8,0,7.4117856,123.18945,69.737274,0,,51,2.6847024,50.92047,0.4778303,1.6071775,49.11096,0.055354707,1.4555036,47.21076,0.04171093,46.61353,46.609657,199346.45,0.19218636,178007.69,198406.12,185596.78,0,0,186288.5,1082.8212,0,0,0,0,186288.5,1082.8212,183494.17,182576.7031
130,1/6/2004 9:00,141,62,123,-0.76,8.06,0,17.282501,133.1427,56.962,0,,141,33.032867,126.38426,1.3210602,33.032867,121.89306,0.15303949,31.655058,117.17678,0.11531846,142.54243,142.53726,609626.8,2.702339,576915.2,631511.7,604200.44,0,0,603496.2,1144.5605,0,0,0,0,603496.2,1144.5605,594443.7,591471.5
131,1/6/2004 10:00,431,649,152,-0.59,8.06,0,25.50792,145.12273,45.315636,0,,431,455.58908,190.12048,4.0381346,455.58908,183.36435,0.46780154,445.97458,176.26964,0.35249826,595.8251,595.8194,2548283.8,13.882931,2534525.5,2643031.5,2537709.5,0,0,2525374,1143.7474,0,0,0,0,2525374,1143.7474,2487493.5,2475056
132,1/6/2004 11:00,525,872,72,0.49,8.06,0,31.369848,159.40872,35.945393,0,,525,704.5068,94.01623,4.9188414,704.5068,90.67526,0.56982785,696.2213,87.16686,0.42937726,750.1134,750.1099,3208186.2,18.710754,3202684.2,3279115,3148026,0,0,3128672,1128.9364,0,0,0,0,3128672,1128.9364,3081742,3066333.25
133,1/6/2004 12:00,574,892,75,1.56,9.78,0,34.10636,175.56508,31.010359,0,,574,762.7188,97.46997,5.377933,762.7188,94.00627,0.6230118,756.35925,90.36899,0.46945247,810.7682,810.76385,3467593.2,21.254095,3464458.8,3513293.2,3375734.5,0,0,3352949.5,1117.9692,0,0,0,0,3352949.5,1117.9692,3302655.2,3286142
134,1/6/2004 13:00,555,845,93,2.64,9.78,0,33.258026,192.1932,32.59987,0,,555,709.7123,126.62581,5.199918,709.7123,122.12602,0.60238945,703.0761,117.400734,0.4539131,785.63074,785.62616,3360081,21.72348,3356040.2,3397421.5,3269830,0,0,3248503.2,1115.9264,0,0,0,0,3248503.2,1115.9264,3199775.8,3183777
135,1/6/2004 14:00,460,753,96,3.03,9.78,0,28.97561,207.59555,39.94086,0,,460,576.09424,132.3839,4.3098416,576.09424,127.67949,0.49927777,567.3296,122.73932,0.37621626,660.756,660.7527,2825991.2,19.080225,2816034,2879748.8,2768672.5,0,0,2753563.2,1126.4767,0,0,0,0,2753563.2,1126.4767,2712259.8,2698698.5
136,1/6/2004 15:00,345,744,68,3.42,7.52,0,21.911177,220.80531,50.58061,0,,345,471.34918,94.526886,3.2323813,471.34918,91.16777,0.3744583,457.80206,87.64032,0.2821622,522.25836,522.2555,2233651.5,16.10601,2215239.5,2291710,2193147.8,0,0,2183756,1134.5817,0,0,0,0,2183756,1134.5817,2150999.8,2140244.75
137,1/6/2004 16:00,183,611,47,3.8,7.52,0,12.837344,231.78387,62.85291,0,,183,279.28915,67.9254,1.7145675,157.98175,65.5116,0.19862571,148.56877,62.976826,0.14966863,202.59236,202.5452,866277.1,8.719979,838394.2,887641.8,661228.7,0,0,659275,936.9754,0,0,0,11972.318,647302.6,989.0719,637593.1,634405.125
138,1/6/2004 17:00,26,268,7,2.62,7.52,0,2.3938239,240.97417,75.95217,0,,26,53.01038,11.346221,0.24359976,13.79642,10.943021,0.028220046,11.644334,10.519614,0.021264397,21.231249,21.23611,90850.79,3.1358025,78574.98,86594.445,59925.855,0,0,60529.094,839.09784,0,0,0,5315.731,55213.363,934.65454,54385.164,54113.23828
139,1/6/2004 18:00,0,0,0,1.44,6.28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,1/6/2004 19:00,0,0,0,0.25,6.28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,1/6/2004 20:00,0,0,0,-0.74,6.28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,1/6/2004 21:00,0,0,0,-1.73,6.81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,1/6/2004 22:00,0,0,0,-2.72,6.81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1/6/2004 23:00,0,0,0,-3.19,6.81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,1/7/2004 0:00,0,0,0,-3.66,7.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,1/7/2004 1:00,0,0,0,-4.14,7.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1/7/2004 2:00,0,0,0,-4.65,7.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1/7/2004 3:00,0,0,0,-5.17,6.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,1/7/2004 4:00,0,0,0,-5.69,6.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1/7/2004 5:00,0,0,0,-5.94,6.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,1/7/2004 6:00,0,0,0,-6.19,5.98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,1/7/2004 7:00,1,20,1,-6.44,5.98,0,-3.5785713,114.57613,83.17393,0,,1,0,0.8749826,0.009369222,0,0.8438892,0,0,0.81123745,0,0.77635425,0.7763131,3320.2563,-6.4211426,1516.3613,1660.8269,1626.7853,0,0,1626.7761,854.8667,0,0,0,34.24514,1592.531,881.04193,1568.643,1560.799805
153,1/7/2004 8:00,77,186,53,-5.76,5.98,0,7.4143333,123.03006,69.79455,0,,77,64.236404,69.3166,0.72143006,38.627003,66.853355,0.08357476,34.96652,64.26667,0.06297533,95.02643,94.97498,406191.7,-3.4529648,377725.72,424210.3,354604.97,0,0,354307.12,1095.4752,0,0,0,-103.22272,354410.34,1101.5372,349094.2,347348.7188
154,1/7/2004 9:00,278,643,87,-5.07,4.62,0,17.307034,132.97893,56.996777,0,,278,349.70703,117.111305,2.6046436,349.70703,112.94963,0.30173743,335.0907,108.579384,0.22736548,424.80984,424.80728,1816878.4,5.2489047,1792208.5,1931289.1,1849612.6,0,0,1843381.1,1174.0928,0,0,0,0,1843381.1,1174.0928,1815730.4,1806651.75
155,1/7/2004 10:00,400,700,99,-4.39,4.62,0,25.559942,144.95685,45.317707,0,,400,490.5624,134.87376,3.7476885,490.5624,130.08089,0.43415457,480.2086,125.0478,0.32714456,579.54346,579.5392,2478664.2,9.687456,2463900,2609421.8,2500655.2,0,0,2489054,1160.9471,0,0,0,0,2489054,1160.9471,2451718,2439459.5
156,1/7/2004 11:00,474,569,178,-2.5,4.62,0,31.4536,159.25082,35.89866,0,,474,459.51083,221.9687,4.441011,459.51083,214.08081,0.51447314,454.12344,205.7976,0.3876663,631.91547,631.9092,2702632.2,12.849589,2691033.8,2816518.2,2698079,0,0,2684244.5,1148.7065,0,0,0,0,2684244.5,1148.7065,2643981,2630761
157,1/7/2004 12:00,597,845,123,-0.62,4.02,0,34.221603,175.43294,30.902405,0,,597,723.17926,166.4541,5.5934253,723.17926,160.53897,0.6479757,717.197,154.32741,0.48826328,834.5162,834.5118,3569177.5,19.650927,3566807.2,3638722.2,3505216.2,0,0,3481089.8,1125.5244,0,0,0,0,3481089.8,1125.5244,3428873.5,3411729
158,1/7/2004 13:00,578,931,67,1.27,4.02,0,33.397995,192.10281,32.449337,0,,578,783.3853,87.60348,5.41541,783.3853,84.490395,0.62735337,776.1382,81.2213,0.4727239,820.9454,820.94366,3511132,21.211372,3508333.8,3558299.8,3416734.2,0,0,3393640.2,1120.6289,0,0,0,0,3393640.2,1120.6289,3342735.5,3326022
159,1/7/2004 14:00,504,910,62,1.81,4.02,0,29.12979,207.55,39.78189,0,,504,697.7773,81.783485,4.7220874,697.7773,78.87722,0.54703474,687.26666,75.82531,0.41220215,730.6735,730.6696,3125035.5,19.558542,3118652.5,3183065.5,3046413.5,0,0,3028218.5,1127.1334,0,0,0,0,3028218.5,1127.1334,2982795.2,2967881.25
160,1/7/2004 15:00,370,839,55,2.35,2.31,0,22.070398,220.7966,50.42904,0,,370,534.0463,73.875465,3.4666119,534.0463,71.25022,0.40159297,518.83203,68.493416,0.30260873,562.36005,562.3558,2405171.2,16.010057,2389328.8,2472338,2373589.2,0,0,2362692.2,1138.4904,0,0,0,0,2362692.2,1138.4904,2327251.8,2315615.5
161,1/7/2004 16:00,205,707,46,2.9,2.31,0,12.996013,231.8017,62.712208,0,,205,324.14673,66.77422,1.9206904,186.22066,64.40133,0.22250421,175.22234,61.90952,0.16766159,227.09563,226.9872,970860.4,8.413623,944120.75,998919.9,749820.3,0,0,747273,940.687,0,0,0,17211.086,730061.94,989.78314,719111,715515.4375
162,1/7/2004 17:00,27,282,7,2.29,2.31,0,2.5493274,241.01105,75.82245,0,,27,56.305183,11.4284,0.25296897,11.721359,11.02228,0.029305434,9.914606,10.595807,0.022082258,19.649597,19.653376,84075.984,2.7673652,72385.74,79927.67,53315.266,0,0,54059.188,813.5233,0,0,0,5823.8457,48235.344,924.9029,47511.812,47274.25391
163,1/7/2004 18:00,0,0,0,1.69,3.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,1/7/2004 19:00,0,0,0,1.08,3.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,1/7/2004 20:00,0,0,0,0.5,3.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,1/7/2004 21:00,0,0,0,-0.08,2.15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,1/7/2004 22:00,0,0,0,-0.67,2.15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,1/7/2004 23:00,0,0,0,-0.8,2.15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,1/8/2004 0:00,0,0,0,-0.93,1.94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,1/8/2004 1:00,0,0,0,-1.06,1.94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,1/8/2004 2:00,0,0,0,-1.14,1.94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,1/8/2004 3:00,0,0,0,-1.22,1.32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,1/8/2004 4:00,0,0,0,-1.3,1.32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,1/8/2004 5:00,0,0,0,-1.38,1.32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,1/8/2004 6:00,0,0,0,-1.45,1.29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,1/8/2004 7:00,1,0,1,-1.53,1.29,0,-3.5873706,114.41353,83.244896,0,,1,0,0.8762945,0.009369222,0,0.8451544,0,0,0.81245375,0,0.7775182,0.7775023,3325.345,-1.5111139,1519.9559,1646.3098,1612.4259,0,0,1612.4164,833.6033,0,0,0,71.68197,1540.7344,879.9991,1517.6234,1510.035278
177,1/8/2004 8:00,39,0,39,-0.9,1.29,0,7.422845,122.86619,69.84806,0,,39,0,37.354515,0.36539963,0,36.02708,0.04233007,0,34.633125,0.031896595,33.174427,33.173046,141879.17,-0.09420018,124106.01,138864.2,126095.266,0,0,127574.93,1031.3624,0,0,0,-171.55322,127746.484,1033.2458,125830.29,125201.1406
178,1/8/2004 9:00,232,325,135,-0.27,1.34,0,17.338003,132.81139,57.02703,0,,232,177.14821,160.97665,2.1736593,177.14821,155.25618,0.25180966,169.7309,149.24902,0.18974385,305.44537,305.4387,1306350,7.1493397,1275142.2,1366605.4,1308942.9,0,0,1305721,1156.2922,0,0,0,0,1305721,1156.2922,1286135.1,1279704.5
179,1/8/2004 10:00,122,0,122,0.36,1.34,0,25.618874,144.78821,45.31435,0,,122,0,115.87683,1.143045,0,111.759026,0.13241714,0,107.43485,0.09977909,102.91064,102.907555,440129.78,2.8597064,410109.2,449611.6,429376.7,0,0,429009.4,1126.7352,0,0,0,0,429009.4,1126.7352,422574.28,420461.4063
180,1/8/2004 11:00,98,0,98,1.6,1.34,0,31.544596,159.09178,35.845486,0,,98,0,90.76805,0.9181837,0,87.54251,0.10636787,0,84.15532,0.08015042,80.61334,80.610596,344768.2,3.5580935,317295.1,347456.6,330107.97,0,0,329881.34,1104.0328,0,0,0,0,329881.34,1104.0328,324933.12,323308.4688
181,1/8/2004 12:00,102,0,102,2.84,1.9,0,34.344086,175.30185,30.787405,0,,102,0,94.50852,0.9556606,0,91.15006,0.110709414,0,87.62329,0.08342186,83.935326,83.93213,358973.56,4.8787775,331060.88,360511.25,344237.3,0,0,343993.8,1108.4327,0,0,0,0,343993.8,1108.4327,338833.9,337139.75
182,1/8/2004 13:00,140,0,140,4.07,1.9,0,33.544716,192.01578,32.29265,0,,140,0,132.28549,1.3116909,0,127.584595,0.1519541,0,122.648094,0.1145006,117.4838,117.47946,502453.84,6.9236684,471209.38,507921.44,486898.2,0,0,486422.03,1119.5281,0,0,0,0,486422.03,1119.5281,479125.7,476730.0625
183,1/8/2004 14:00,199,22,188,4.22,1.9,0,29.289846,207.50958,39.61871,0,,199,17.319853,184.13673,1.864475,17.319853,177.59325,0.2159919,17.061626,170.72182,0.16275442,179.8645,179.8603,769250.1,8.588953,735508.4,785908.1,753054.75,0,0,751935.06,1130.8883,0,0,0,0,751935.06,1130.8883,740656,736952.75
184,1/8/2004 15:00,62,0,62,4.37,2.5,0,22.234476,220.79399,50.275005,0,,62,0,56.440376,0.5808917,0,54.434708,0.06729396,0,52.32852,0.050707407,50.126923,50.125214,214382.36,5.5875816,192234.66,209397.03,198250.45,0,0,198163.64,1072.7565,0,0,0,-549.4349,198713.08,1075.4683,195732.38,194753.7188
185,1/8/2004 16:00,61,0,61,4.51,2.5,0,13.158577,231.8261,62.57033,0,,61,0,57.378017,0.5715225,0,55.33903,0.06620857,0,53.197857,0.049889546,50.95809,50.95686,217939.6,5.7477827,195608.95,212907.1,200900.47,0,0,201622.61,1069.5385,0,0,0,0,201622.61,1069.5385,198598.28,197605.2813
186,1/8/2004 17:00,14,0,14,3.98,2.5,0,2.7079175,241.05473,75.6925,0,,14,0,12.670675,0.1311691,0,12.220409,0.01519541,0,11.747579,0.01145006,11.25339,11.252999,48128.625,4.253344,38907.95,43026.344,41299.062,0,0,41294.8,1009.66534,0,0,0,-13.007459,41307.81,1010.18585,40688.19,40484.75
187,1/8/2004 18:00,0,0,0,3.44,5.26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,1/8/2004 19:00,0,0,0,2.9,5.26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,1/8/2004 20:00,0,0,0,2.55,5.26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,1/8/2004 21:00,0,0,0,2.2,3.78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,1/8/2004 22:00,0,0,0,1.85,3.78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,1/8/2004 23:00,0,0,0,1.81,3.78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,1/9/2004 0:00,0,0,0,1.77,4.52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,1/9/2004 1:00,0,0,0,1.73,4.52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,1/9/2004 2:00,0,0,0,1.75,4.52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,1/9/2004 3:00,0,0,0,1.77,2.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,1/9/2004 4:00,0,0,0,1.79,2.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,1/9/2004 5:00,0,0,0,1.66,2.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,1/9/2004 6:00,0,0,0,1.53,2.64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,1/9/2004 7:00,0,0,0,1.4,2.64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,1/9/2004 8:00,26,0,26,1.61,2.64,0,7.437348,122.697945,69.89777,0,,26,0,23.081017,0.24359976,0,22.260807,0.028220046,0,21.399494,0.021264397,20.499666,20.498457,87671.04,2.1079233,74265.1,82608.52,78405.266,0,0,78390.85,1045.1986,0,0,0,0,78390.85,1045.1986,77214.984,76828.91406
202,1/9/2004 9:00,97,0,97,1.83,3.97,0,17.37542,132.64015,57.052742,0,,97,0,93.498375,0.9088145,0,90.175804,0.105282485,0,86.68673,0.07933256,83.035126,83.03325,355129.16,3.8469427,327333.3,357961.62,341269.97,0,0,341030.47,1109.339,0,0,0,0,341030.47,1109.339,335915,334235.4375
203,1/9/2004 10:00,231,93,191,2.04,3.97,0,25.684704,144.61691,45.305565,0,,231,64.90961,201.54518,2.1642902,64.90961,194.38306,0.25072426,63.54061,186.862,0.18892598,239.8161,239.81009,1025658.1,7.865172,992260.1,1061770.9,1017129.56,0,0,1015142.75,1144.9271,0,0,0,0,1015142.75,1144.9271,999915.6,994916
204,1/9/2004 11:00,102,0,102,3.42,3.97,0,31.642803,158.93167,35.7859,0,,102,0,94.673294,0.9556606,0,91.308975,0.110709414,0,87.776054,0.08342186,84.08152,84.07909,359600.78,5.462349,331669.2,360312.34,344588.6,0,0,344345.3,1113.0178,0,0,0,0,344345.3,1113.0178,339180.12,337484.25
205,1/9/2004 12:00,143,0,143,4.79,3.25,0,34.473763,175.17189,30.665401,0,,143,0,135.14687,1.3397987,0,130.34428,0.15521026,0,125.30101,0.116954185,120.024994,120.021774,513329.4,7.7054195,481901.4,517768.1,496824.75,0,0,496326.1,1117.9753,0,0,0,0,496326.1,1117.9753,488881.22,486436.8125
206,1/9/2004 13:00,110,0,110,6.16,3.25,0,33.698128,191.93219,32.12988,0,,110,0,102.36643,1.0306144,0,98.72874,0.11939251,0,94.90873,0.089964755,90.91375,90.91243,388827.97,8.368334,360064.5,386392.34,369690.1,0,0,369406.1,1102.6403,0,0,0,0,369406.1,1102.6403,363865,362045.6563
207,1/9/2004 14:00,110,0,110,6.49,3.25,0,29.455696,207.47437,39.451435,0,,110,0,102.81423,1.0306144,0,99.16062,0.11939251,0,95.3239,0.089964755,91.31107,91.30686,390515.06,8.707915,361706.34,387604.56,370013.84,0,0,369728.94,1100.4044,0,0,0,0,369728.94,1100.4044,364183,362362.0938
208,1/9/2004 15:00,91,0,91,6.82,4.5,0,22.403309,220.79755,50.11864,0,,91,0,85.06614,0.85259914,0,82.04323,0.098770164,0,78.86881,0.07442539,75.54868,75.54467,323101.62,8.655038,296343.97,317944.9,304406.88,0,0,304210.3,1093.623,0,0,0,0,304210.3,1093.623,299647.16,298148.9375
209,1/9/2004 16:00,76,0,76,7.16,4.5,0,13.324926,231.8571,62.427402,0,,76,0,73.612946,0.7120608,0,70.99703,0.08248937,0,68.250015,0.062157467,65.374756,65.372894,279595.75,8.74796,254461.17,273108.12,262223.7,0,0,262076.27,1084.5676,0,0,0,0,262076.27,1084.5676,258145.12,256854.3906
210,1/9/2004 17:00,16,9,15,6.11,4.5,0,2.8694851,241.10526,75.56245,0,,16,2.865801,11.655547,0.14990754,0.5907096,11.241355,0.017366182,0.5017832,10.806405,0.013085783,10.834459,10.834487,46339.8,6.373176,37348.7,40905.676,37620.65,0,0,37756.09,991.3273,0,0,0,-230.79434,37986.887,998.72076,37417.082,37229.99609
211,1/9/2004 18:00,0,0,0,5.07,7.85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,1/9/2004 19:00,0,0,0,4.03,7.85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,1/9/2004 20:00,0,0,0,3.4,7.85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,1/9/2004 21:00,0,0,0,2.77,7.71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,1/9/2004 22:00,0,0,0,2.14,7.71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,1/9/2004 23:00,0,0,0,1.75,7.71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,1/10/2004 0:00,0,0,0,1.36,5.95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,1/10/2004 1:00,0,0,0,0.97,5.95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,1/10/2004 2:00,0,0,0,0.7,5.95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,1/10/2004 3:00,0,0,0,0.43,5.66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,1/10/2004 4:00,0,0,0,0.15,5.66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1/10/2004 5:00,0,0,0,-0.05,5.66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,1/10/2004 6:00,0,0,0,-0.25,4.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,1/10/2004 7:00,2,39,1,-0.45,4.55,0,-3.588144,114.073555,83.37725,0,,2,1.32565,1.262325,0.018738443,0,1.217467,0,0,1.1703608,0,1.1200353,1.1200123,4790.246,-0.42279404,2579.7842,2861.2864,2787.0635,0,0,2787.037,870.5975,0,0,0,37.065205,2749.972,887.8441,2708.7224,2695.178711
225,1/10/2004 8:00,87,353,41,-0.18,4.55,0,7.4578643,122.52542,69.94363,0,,87,121.53937,61.565514,0.81512225,72.73947,59.377716,0.09442862,65.77131,57.08028,0.071153946,117.63706,117.54024,502692.7,2.6751778,473542.47,517570.28,405713.34,0,0,405186.34,1008.15656,0,0,0,4009.6072,401176.72,1041.6692,395159.1,393183.2813
226,1/10/2004 9:00,271,722,55,0.1,3.62,0,17.419287,132.46533,57.07389,0,,271,392.19513,77.988434,2.539059,392.19513,75.21703,0.2941397,375.72818,72.30674,0.22164044,428.98154,428.97806,1834722.6,10.5202055,1810313,1913319.6,1833698.1,0,0,1827321.5,1150.386,0,0,0,0,1827321.5,1150.386,1799911.6,1790912.125
227,1/10/2004 10:00,443,847,76,0.38,3.62,0,25.757414,144.44302,45.29137,0,,443,594.12756,104.462494,4.150565,594.12756,100.750305,0.4808262,581.60754,96.85208,0.36231261,649.63257,649.62897,2778423.5,16.160007,2767842.2,2861566.2,2749254.5,0,0,2734608.2,1136.5927,0,0,0,0,2734608.2,1136.5927,2693589.2,2680121.25
228,1/10/2004 11:00,539,860,88,1.17,3.62,0,31.748188,158.77055,35.719936,0,,539,695.87054,119.96767,5.05001,695.87054,115.70448,0.5850233,687.8086,111.22765,0.4408273,765.0996,765.0954,3272278.2,19.754763,3267415.2,3332298,3200020,0,0,3179901.2,1125.0546,0,0,0,0,3179901.2,1125.0546,3132202.8,3116541.75
229,1/10/2004 12:00,604,945,69,1.97,4.09,0,34.610577,175.04312,30.53644,0,,604,811.27167,89.813225,5.6590095,811.27167,86.62162,0.6555734,804.73987,83.27006,0.4939883,850.2982,850.29407,3636661.8,22.624315,3634734.8,3666907.8,3524688,0,0,3499635.8,1112.7617,0,0,0,0,3499635.8,1112.7617,3447141.2,3429905.5
230,1/10/2004 13:00,591,941,68,2.76,4.09,0,33.858162,191.85214,31.961096,0,,591,796.42126,88.63623,5.53721,796.42126,85.48645,0.6414634,789.3061,82.17881,0.4833561,834.47363,834.4702,3568984.2,23.029942,3566610.5,3592708.8,3458935.5,0,0,3434913.5,1111.2385,0,0,0,0,3434913.5,1111.2385,3383389.8,3366472.75
231,1/10/2004 14:00,507,896,65,2.92,4.09,0,29.627247,207.44444,39.28018,0,,507,692.08154,85.29698,4.750195,692.08154,82.26586,0.55029094,681.98096,79.08283,0.41465575,728.73486,728.73254,3116736,20.621511,3110267.5,3161914.2,3041263.8,0,0,3022902,1121.5793,0,0,0,0,3022902,1121.5793,2977558.5,2962670.5
232,1/10/2004 15:00,381,848,56,3.08,3.6,0,22.576792,220.80734,49.96007,0,,381,544.58923,74.88514,3.5696733,544.58923,72.224014,0.41353223,529.4923,69.42953,0.31160522,573.46643,573.4641,2452667.2,17.00991,2437523.5,2512667.2,2406721.5,0,0,2395440.8,1134.7175,0,0,0,0,2395440.8,1134.7175,2359509.2,2347711.75
233,1/10/2004 16:00,214,658,60,3.24,3.6,0,13.494953,231.89473,62.283543,0,,214,306.9289,85.15604,2.0050135,171.96931,82.12993,0.2322727,162.08029,78.95216,0.17502235,230.83556,230.77744,987040.3,8.845738,959224.06,1014142.6,763959.7,0,0,761450.3,941.92847,0,0,0,13334.773,748115.5,992.25226,736893.8,733209.3125
234,1/10/2004 17:00,30,183,16,2.85,3.6,0,3.0339208,241.16261,75.432396,0,,30,40.47483,25.946247,0.28107664,10.629753,25.02422,0.032561593,9.048156,24.055984,0.024535842,31.704144,31.706377,135626.12,3.620142,118882.516,130789.18,97625.1,0,0,98276.38,904.33636,0,0,0,-1633.25,99909.63,954.62994,98410.99,97918.9375
235,1/10/2004 18:00,0,0,0,2.46,4.36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,1/10/2004 19:00,0,0,0,2.06,4.36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,1/10/2004 20:00,0,0,0,1.27,4.36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,1/10/2004 21:00,0,0,0,0.47,3.07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
