hour_index,timestamp,global_horizontal_irradiance,direct_normal_irradiance,diffuse_horizontal_irradiance,dry_bulb_temperature,windspeed,albedo,solar_altitude_angle,solar_azimuth_angle,solar_incident_angle,horizon_elevation_angle,tracker_roll_angle,adjusted_ghi,poa_direct_irradiance,poa_diffuse_irradiance,poa_reflected_irradiance,shaded_direct_irradiance,shaded_diffuse_irradiance,shaded_reflected_irradiance,effective_direct_irradiance,effective_diffuse_irradiance,effective_reflected_irradiance,soiled_irradiance,total_irradiance,nameplate_power,avg_cell_temp,module_irradiance_derated_power,module_mpp_power,module_power,optimizer_input_power,optimizer_output_power,optimal_dc_power,optimal_dc_voltage,inverter_overpower_loss,inverter_underpower_loss,inverter_overvoltage_loss,inverter_undervoltage_loss,actual_dc_power,actual_dc_voltage,ac_power,grid_power
3184,5/13/2001 15:00,735,785,146,22.09,4.93,0,48.656727,260.26447,43.31175,0,,735,570.85114,152.51715,6.886378,570.85114,147.09729,0.79775906,560.16705,141.4058,0.60112816,712.00446,711.99854,3045180.2,39.385006,3037907.2,2869251.8,2769520.2,0,0,2752033.2,1043.9668,0,0,0,0,2752033.2,1043.9668,2710752.8,2697199
3185,5/13/2001 16:00,549,706,132,22.2,4.93,0,36.1763,269.55417,57.478073,0,,549,379.80554,134.14963,5.1437025,379.80554,129.38248,0.5958772,363.4731,124.37641,0.44900593,495.1347,495.13107,2117640.2,34.22714,2097470.5,2021328.8,1948913.4,0,0,1940453.5,1061.134,0,0,0,0,1940453.5,1061.134,1911346.8,1901790
3186,5/13/2001 17:00,341,570,112,22.14,4.93,0,23.670069,277.3836,71.69276,0,,341,179.17122,107.75535,3.1949046,179.17122,103.92615,0.37011677,159.60954,99.90504,0.27889076,263.43057,263.42712,1126660.5,28.538858,1093877.4,1078006,1035024.3,0,0,1032646.7,1067.1272,0,0,0,0,1032646.7,1067.1272,1017157,1012071.188
3187,5/13/2001 18:00,132,308,71,22.08,6.01,0,11.375289,284.8829,85.851585,0,,132,22.373156,59.477386,1.2367373,22.373156,57.363792,0.14327101,8.027989,55.144276,0.107957706,64.166145,64.16478,274429.72,23.638613,249505.7,251038.08,241253.94,0,0,241112,1018.2076,0,0,0,0,241112,1018.2076,237495.33,236307.8438
3188,5/13/2001 19:00,8,74,4,22.03,6.01,0,-0.48740372,292.7617,90,0,,8,0,2.9992063,0.07495377,0,2.8926263,0,0,2.780705,0,2.819635,2.8195434,12059.07,22.09849,8239.849,8366.829,8128.677,0,0,8128.447,850.1544,0,0,0,492.01675,7636.43,880.1728,7521.884,7484.274414
3189,5/13/2001 20:00,0,0,0,20.43,6.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3190,5/13/2001 21:00,0,0,0,18.83,3.15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3191,5/13/2001 22:00,0,0,0,17.24,3.15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3192,5/13/2001 23:00,0,0,0,16.64,3.15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3193,5/14/2001 0:00,0,0,0,16.04,1.46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3194,5/14/2001 1:00,0,0,0,15.45,1.46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3195,5/14/2001 2:00,0,0,0,14.9,1.46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3196,5/14/2001 3:00,0,0,0,14.36,2.31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3197,5/14/2001 4:00,0,0,0,13.81,2.31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3198,5/14/2001 5:00,2,10,2,13.59,2.31,0,-2.920641,65.339516,90,0,,2,0,1.9709387,0.018738443,0,1.9008993,0,0,1.8273498,0,1.8529327,1.8528845,7924.6616,13.635008,4965.421,5252.814,5107.901,0,0,5107.811,857.08136,0,0,0,196.3397,4911.471,882.66754,4837.7993,4813.609863
3199,5/14/2001 6:00,73,73,62,13.38,5.53,0,8.81904,73.35976,88.89074,0,,73,1.3889766,50.962357,0.68395317,1.3889766,49.151352,0.07923321,0,47.24959,0.059703883,47.971626,47.97032,205167.61,14.545236,183505.4,192369.53,184443.81,0,0,184364.6,1039.785,0,0,0,0,184364.6,1039.785,181599.12,180691.125
3200,5/14/2001 7:00,289,415,140,13.16,5.53,0,21.044548,80.859436,74.764244,0,,289,109.04093,128.93753,2.707705,109.04093,124.35559,0.31367669,93.7463,119.54403,0.23636195,216.51607,216.51411,926019.94,18.419298,892251.9,916457.5,878754.2,0,0,877142.6,1098.8124,0,0,0,0,877142.6,1098.8124,863985.44,859665.5
3201,5/14/2001 8:00,506,673,134,15.19,5.53,0,33.529675,88.505226,60.56563,0,,506,330.95743,134.45468,4.740826,330.95743,129.6767,0.54920554,313.83215,124.65925,0.41383788,445.04993,445.04358,1903428.9,26.00046,1880033.5,1872415.8,1793967.1,0,0,1787213.9,1092.5709,0,0,0,0,1787213.9,1092.5709,1760405.6,1751603.625
3202,5/14/2001 9:00,698,767,146,17.22,3.11,0,46.05248,97.28006,46.39474,0,,698,528.7771,151.49702,6.5397162,528.7771,146.1134,0.7575997,516.8813,140.46,0.5708673,667.1229,667.11395,2853218.2,33.424713,2843610.5,2750814,2647977.5,0,0,2632580.2,1065.8751,0,0,0,0,2632580.2,1065.8751,2593091.5,2580126
3203,5/14/2001 10:00,852,819,156,19.25,3.11,0,58.266205,109.23984,32.428204,0,,852,690.73236,164.62953,7.9825764,690.73236,158.77925,0.92474926,684.3519,152.63577,0.69681793,849.4121,849.40594,3632853,39.88276,3630903,3423980.2,3308873,0,0,3283974.2,1044.2582,0,0,0,0,3283974.2,1044.2582,3234714.8,3218541
3204,5/14/2001 11:00,953,844,165,20.23,3.11,0,69.23773,130.14761,19.257513,0,,953,795.5731,175.32059,8.928868,795.5731,169.09038,1.0343733,793.2154,162.54794,0.7794219,969.9344,969.9256,4148326,43.79025,4148215,3851248.2,3722278.2,0,0,3689985.5,1031.2151,60425.637,0,0,0,3628639.8,1056.2742,3574210.2,3556339
3205,5/14/2001 12:00,993,853,169,21.2,2.1,0,75.443245,173.85608,10.634365,0,,993,836.70667,179.80588,9.303637,836.70667,173.41628,1.0777887,835.9756,166.70647,0.8121364,1017.5431,1017.5391,4351971.5,45.916813,4351740,4005525.5,3868156.5,0,0,3832700,1023.19696,200286.83,0,0,0,3629363,1070.576,3574922.5,3557048
3206,5/14/2001 13:00,968,847,167,22.18,2.1,0,71.22583,222.87335,16.711052,0,,968,810.28296,177.48877,9.0694065,810.28296,171.18152,1.050654,808.49646,164.55818,0.7916899,987.4802,987.4715,4223354.5,46.166477,4223250.5,3882820.2,3751602,0,0,3718162.5,1022.4116,87434.266,0,0,0,3629396.8,1053.8903,3574955.8,3557081
3207,5/14/2001 14:00,879,826,158,22.55,2.1,0,60.83221,247.38455,29.472792,0,,879,718.8476,167.08345,8.235545,718.8476,161.14595,0.95405465,713.5049,154.9109,0.7189002,881.30255,881.2942,3769262.2,43.95731,3768082.5,3494933.8,3376760.2,0,0,3350164.8,1031.3773,0,0,0,0,3350164.8,1031.3773,3299912.2,3283412.75
3208,5/14/2001 15:00,733,780,146,22.92,1.7,0,48.775475,260.58105,43.34427,0,,733,567.57446,152.32716,6.867639,567.57446,146.91406,0.79558825,556.93085,141.22968,0.59949243,708.54266,708.5368,3030369.8,40.130928,3022923.5,2846339.2,2748904.5,0,0,2731543.5,1042.2888,0,0,0,0,2731543.5,1042.2888,2690570.5,2677117.5
3209,5/14/2001 16:00,551,692,141,23.29,1.7,0,36.28963,269.81653,57.486065,0,,551,372.34177,142.63095,5.162441,372.34177,137.56241,0.5980479,356.32272,132.23985,0.45064163,495.8594,495.85425,2120746.8,35.334682,2100624,2015221.4,1940495.5,0,0,1932044.4,1055.2032,0,0,0,0,1932044.4,1055.2032,1903063.6,1893548.375
3210,5/14/2001 17:00,336,533,121,23.38,1.7,0,23.786682,277.61255,71.68062,0,,336,167.54767,113.95266,3.1480584,167.54767,109.90324,0.36468983,149.27211,105.65086,0.27480143,258.77054,258.76596,1106728.8,29.665628,1073806.1,1053264.2,1013952.06,0,0,1011646.1,1059.0592,0,0,0,0,1011646.1,1059.0592,996471.44,991489.0625
3211,5/14/2001 18:00,132,295,73,23.47,2.91,0,11.501097,285.09097,85.820274,0,,132,21.567316,61.10631,1.2367373,21.567316,58.934834,0.14327101,7.8503103,56.654533,0.107957706,65.51738,65.51518,280205.3,25.061415,255045.61,254969.28,245604.81,0,0,245457.4,1015.32764,0,0,0,0,245457.4,1015.32764,241775.55,240566.6719
3212,5/14/2001 19:00,8,73,4,23.55,2.91,0,-0.34747398,292.95593,90,0,,8,0,2.9953036,0.07495377,0,2.8888624,0,0,2.7770867,0,2.815966,2.8158967,12043.39,23.6184,8227.216,8287.591,8057.226,0,0,8056.9985,843.7547,0,0,0,621.21277,7435.7856,879.99945,7324.2485,7287.627441
3213,5/14/2001 20:00,0,0,0,22.64,2.91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3214,5/14/2001 21:00,0,0,0,21.73,1.57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3215,5/14/2001 22:00,0,0,0,20.82,1.57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3216,5/14/2001 23:00,0,0,0,20.51,1.57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3217,5/15/2001 0:00,0,0,0,20.2,1.85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3218,5/15/2001 1:00,0,0,0,19.88,1.85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3219,5/15/2001 2:00,0,0,0,19.4,1.85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3220,5/15/2001 3:00,0,0,0,18.92,0.95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3221,5/15/2001 4:00,0,0,0,18.44,0.95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3222,5/15/2001 5:00,2,15,2,18.26,0.95,0,-2.7805471,65.14787,90,0,,2,0,1.9706689,0.018738443,0,1.900639,0,0,1.8270997,0,1.8526791,1.852616,7923.5156,18.305002,4964.5425,5134.7773,4992.628,0,0,4992.537,836.2291,0,0,0,414.4132,4578.124,879.9995,4509.452,4486.904785
3223,5/15/2001 6:00,79,105,62,18.07,1.51,0,8.943703,73.15577,88.85832,0,,79,2.1787663,51.053837,0.7401685,2.1787663,49.239582,0.08574553,0,47.334408,0.064611055,48.062607,48.061375,205555.83,19.23745,183873.39,188771.03,178359.42,0,0,179045.6,1007.4758,0,0,0,-103.16723,179148.75,1008.11707,176461.53,175579.2188
3224,5/15/2001 7:00,282,438,124,17.89,1.51,0,21.158613,80.63705,74.75109,0,,282,115.1293,114.510704,2.6421204,115.1293,110.441444,0.30607897,98.99914,106.16825,0.23063692,208.2736,208.26938,890759.44,22.949024,856925.6,864169.44,831076,0,0,829568.44,1077.2117,0,0,0,0,829568.44,1077.2117,817124.94,813039.3125
3225,5/15/2001 8:00,507,673,134,19.56,1.51,0,33.638676,88.25323,60.57214,0,,507,330.8311,134.27397,4.750195,330.8311,129.50241,0.55029094,313.70557,124.49171,0.41465575,444.7525,444.74326,1902147,30.36316,1878732.2,1838788.8,1771168.2,0,0,1764355,1074.3959,0,0,0,0,1764355,1074.3959,1737889.8,1729200.25
3226,5/15/2001 9:00,691,742,156,21.24,2.6,0,46.164124,96.97962,46.42431,0,,691,511.25522,161.97398,6.474132,511.25522,156.21806,0.750002,499.73355,150.17369,0.5651422,659.579,659.57135,2820947.5,37.261517,2810923.5,2677397.2,2582086.8,0,0,2567027.2,1051.5881,0,0,0,0,2567027.2,1051.5881,2528522,2515879.25
3227,5/15/2001 10:00,840,786,171,22.91,2.6,0,58.394047,108.861755,32.49057,0,,840,662.5646,179.02353,7.870146,662.5646,172.66174,0.9117246,656.4172,165.98112,0.6870036,834.60846,834.5992,3569538,43.18307,3567163,3318583.2,3202541,0,0,3178681,1033.7532,0,0,0,0,3178681,1033.7532,3131001,3115346
3228,5/15/2001 11:00,955,843,167,23.78,2.6,0,69.409515,129.68976,19.381483,0,,955,794.0709,177.05724,8.947606,794.0709,170.7653,1.0365441,791.6857,164.15807,0.78105766,970.0176,970.01276,4148705.8,47.342358,4148592.5,3795371.8,3672030,0,0,3639812,1017.7142,14525.927,0,0,0,3625064.8,1029.6869,3570688.8,3552835.25
3229,5/15/2001 12:00,985,835,178,24.64,3.08,0,75.67758,173.75594,10.867701,0,,985,817.9492,188.40596,9.2286825,817.9492,181.71075,1.0691056,817.20233,174.68001,0.8055935,1006.5856,1006.5804,4305092,49.090633,4304942,3910234,3783498.5,0,0,3748760.2,1009.10895,117591.24,0,0,0,3629378.2,1047.196,3574937.8,3557063
3230,5/15/2001 13:00,957,821,180,25.5,3.08,0,71.41506,223.31078,16.852518,0,,957,784.5433,189.99962,8.966345,784.5433,183.24777,1.0387148,782.7831,176.15756,0.7826934,973.1594,973.1528,4162133.2,49.138634,4162030.5,3779199.5,3656005.2,0,0,3623536.8,1008.864,3131.272,0,0,0,3620357.8,1011.9871,3566052.5,3548222.25
3231,5/15/2001 14:00,866,790,176,25.79,3.08,0,60.96999,247.77658,29.540115,0,,866,686.56335,184.40916,8.113746,686.56335,177.85599,0.9399446,681.4343,170.9744,0.708268,865.0606,865.0539,3699776.5,46.802864,3698227.8,3389585.5,3273010.2,0,0,3247385.2,1019.5326,0,0,0,0,3247385.2,1019.5326,3198674.5,3182681.25
3232,5/15/2001 15:00,737,786,145,26.08,4.32,0,48.89273,260.89047,43.37486,0,,737,571.09766,151.17087,6.905116,571.09766,145.79886,0.7999298,560.36816,140.15761,0.6027639,710.94434,710.9399,3040665.5,43.34927,3033342,2818480.5,2727443,0,0,2709979.8,1030.1487,0,0,0,0,2709979.8,1030.1487,2669330.2,2655983.5
3233,5/15/2001 16:00,547,689,138,26.36,4.32,0,36.401894,270.07254,57.492256,0,,547,370.38306,139.5643,5.124964,370.38306,134.60474,0.59370637,354.44244,129.39662,0.4473702,491.06644,491.06403,2100255.2,38.288334,2079821.8,1971045.8,1898165.4,0,0,1889918.4,1045.06,0,0,0,0,1889918.4,1045.06,1861569.5,1852261.75
3234,5/15/2001 17:00,345,541,125,26.23,4.32,0,23.902365,277.83563,71.66682,0,,345,170.78687,117.46501,3.2323813,170.78687,113.290764,0.3744583,152.17773,108.907326,0.2821622,265.02637,265.02097,1133481.5,32.66757,1100748.4,1066207.2,1023846.3,0,0,1021451.56,1049.5966,0,0,0,0,1021451.56,1049.5966,1006129.8,1001099.188
3235,5/15/2001 18:00,129,245,79,26.1,3.82,0,11.625897,285.29343,85.78749,0,,129,18.22541,66.7067,1.2086295,18.22541,64.336205,0.14001486,6.731006,61.846916,0.105504125,69.645,69.6415,297854.1,27.791645,272006,268582,258462.02,0,0,258294.55,1006.1488,0,0,0,0,258294.55,1006.1488,254420.12,253148.0156
3236,5/15/2001 19:00,8,62,5,25.96,3.82,0,-0.20880955,293.14456,90,0,,8,0,3.9316993,0.07495377,0,3.791982,0,0,3.645263,0,3.6962967,3.6962018,15808.412,26.049784,11285.023,11221.644,10908.279,0,0,10907.868,850.36945,0,0,0,704.1299,10203.738,880.13794,10050.683,10000.42871
3237,5/15/2001 20:00,0,0,0,24.85,3.82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3238,5/15/2001 21:00,0,0,0,23.75,4.29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3239,5/15/2001 22:00,0,0,0,22.64,4.29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3240,5/15/2001 23:00,0,0,0,22.17,4.29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3241,5/16/2001 0:00,0,0,0,21.7,3.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3242,5/16/2001 1:00,0,0,0,21.23,3.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3243,5/16/2001 2:00,0,0,0,20.58,3.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3244,5/16/2001 3:00,0,0,0,19.92,3.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3245,5/16/2001 4:00,0,0,0,19.27,3.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3246,5/16/2001 5:00,2,22,1,19.12,3.12,0,-2.645391,64.95923,90,0,,2,0,0.69325227,0.018738443,0,0.66861683,0,0,0.64274675,0,0.6517452,0.65172094,2787.3804,19.13583,1148.0093,1166.7535,1146.8159,0,0,1146.8094,721.02435,0,0,0,636.9274,509.88202,879.9994,502.2338,499.7226257
3247,5/16/2001 6:00,85,147,62,18.97,3.37,0,9.063532,72.95502,88.8289,0,,85,2.9840524,49.87254,0.7963838,2.9840524,48.100266,0.09225785,0,46.239174,0.06951822,46.957016,46.95601,200829.08,20.110598,179402.94,183465.48,175591.28,0,0,175515.61,1015.87994,0,0,0,0,175515.61,1015.87994,172882.88,172018.4531
3248,5/16/2001 7:00,279,415,128,18.82,3.37,0,21.267843,80.41816,74.740746,0,,279,109.56201,117.95472,2.6140127,109.56201,113.76308,0.30282283,94.22564,109.36136,0.22818333,206.6686,206.66364,883888,23.840025,850048,854087.25,820313.4,0,0,818839.56,1074.7234,0,0,0,0,818839.56,1074.7234,806556.94,802524.1875
3249,5/16/2001 8:00,503,618,159,20.69,3.37,0,33.742714,88.005035,60.581295,0,,503,304.19354,157.71133,4.7127185,304.19354,152.1069,0.5459494,288.43814,146.22159,0.41138428,441.16214,441.15475,1886802.8,31.405987,1863160.2,1815849,1748370.6,0,0,1741659,1068.5527,0,0,0,0,1741659,1068.5527,1715534.1,1706956.5
3250,5/16/2001 9:00,696,754,151,22.55,4.04,0,46.270485,96.68325,46.45634,0,,696,519.5801,156.84872,6.520978,519.5801,151.27495,0.75542897,507.84866,145.42183,0.56923157,662.99347,662.9876,2835558.5,38.6545,2825723,2676283,2583679,0,0,2568490.2,1047.8878,0,0,0,0,2568490.2,1047.8878,2529963,2517313.25
3251,5/16/2001 10:00,846,747,209,24.42,4.04,0,58.516003,108.48724,32.55508,0,,846,629.59644,219.0388,7.926361,629.59644,211.25502,0.9182369,623.7281,203.08116,0.69191074,839.0862,839.07825,3588700.8,44.80186,3586456.2,3314308.8,3199665.8,0,0,3175509,1024.6472,0,0,0,0,3175509,1024.6472,3127876.2,3112237
3252,5/16/2001 11:00,853,581,309,25.29,4.04,0,69.57465,129.23047,19.506483,0,,853,547.17883,319.7395,7.9919457,547.17883,308.37723,0.92583466,545.5129,296.44553,0.69763577,854.45325,854.4406,3654397.8,46.045036,3652577.5,3358231,3247122.2,0,0,3222212,1024.6025,0,0,0,0,3222212,1024.6025,3173878.8,3158009.5
3253,5/16/2001 12:00,927,631,316,26.16,3.67,0,75.90633,173.64565,11.096157,0,,927,618.1858,328.2079,8.685268,618.1858,316.54468,1.0061532,617.5969,304.29694,0.75815755,935.56915,935.5571,4001329,48.88542,4000999.8,3636297.8,3520944.5,0,0,3490871,1009.4305,0,0,0,0,3490871,1009.4305,3438507.8,3421315.25
3254,5/16/2001 13:00,907,655,286,27.04,3.67,0,71.60038,223.7409,16.990936,0,,907,625.8907,298.4343,8.497884,625.8907,287.8291,0.9844455,624.46234,276.69244,0.7418003,914.52313,914.5154,3911317,49.254326,3910728.8,3548416.2,3434416.2,0,0,3405666.5,1009.67645,0,0,0,0,3405666.5,1009.67645,3354581.5,3337808.5
3255,5/16/2001 14:00,852,676,260,27.34,3.67,0,61.10539,248.16026,29.605247,0,,852,587.90216,269.2235,7.9825764,587.90216,259.65637,0.92474926,583.4884,249.60976,0.69681793,845.4681,845.4594,3615973.8,47.876896,3613909,3297106.5,3181306.5,0,0,3156949.5,1017.0192,0,0,0,0,3156949.5,1017.0192,3109595.2,3094047.25
3256,5/16/2001 15:00,582,330,333,27.64,4.23,0,49.008495,261.19254,43.40347,0,,582,239.67288,325.58405,5.4528866,239.67288,314.01407,0.6316949,235.16225,301.86426,0.47599536,545.0275,545.0195,2331016.5,40.87896,2314069,2170260.5,2089647.5,0,0,2079487.2,1036.6434,0,0,0,0,2079487.2,1036.6434,2048295,2038053.5
3257,5/16/2001 16:00,521,520,211,27.95,4.23,0,36.513077,270.32208,57.49662,0,,521,279.9606,205.88773,4.8813643,279.9606,198.57129,0.5654863,267.90848,190.88818,0.4261058,465.6519,465.64423,1991540.5,39.260857,1969463.1,1858576.9,1793909.2,0,0,1786422.9,1039.1855,0,0,0,0,1786422.9,1039.1855,1759626.6,1750828.5
3258,5/16/2001 17:00,311,396,150,27.74,4.23,0,24.017082,278.0528,71.65136,0,,311,124.524345,139.94305,2.913828,124.524345,134.97003,0.33755517,110.97213,129.74777,0.2543549,244.3479,244.33936,1045028.75,33.675194,1011730.06,975617.1,940229,0,0,938175.2,1040.7297,0,0,0,0,938175.2,1040.7297,924102.56,919482.0625
3259,5/16/2001 18:00,119,202,78,27.53,4.61,0,11.749644,285.49017,85.753265,0,,119,14.909547,65.90528,1.1149373,14.909547,63.563267,0.12916099,5.588026,61.103878,0.09732551,67.72428,67.7216,289641.56,29.17501,264108.44,259125.44,249669.12,0,0,249511.39,1000.312,0,0,0,0,249511.39,1000.312,245768.72,244539.875
3260,5/16/2001 19:00,8,52,5,27.33,4.61,0,-0.071475044,293.32755,90,0,,8,0,3.9276125,0.07495377,0,3.7880404,0,0,3.641474,0,3.6924546,3.692297,15791.769,27.41969,11271.395,11125.491,10799.641,0,0,10799.231,844.5103,0,0,0,861.6538,9937.578,879.99927,9788.515,9739.571289
3261,5/16/2001 20:00,0,0,0,26.25,4.61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3262,5/16/2001 21:00,0,0,0,25.17,2.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3263,5/16/2001 22:00,0,0,0,24.09,2.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3264,5/16/2001 23:00,0,0,0,23.71,2.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3265,5/17/2001 0:00,0,0,0,23.33,2.65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3266,5/17/2001 1:00,0,0,0,22.95,2.65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3267,5/17/2001 2:00,0,0,0,22.14,2.65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3268,5/17/2001 3:00,0,0,0,21.32,2.66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3269,5/17/2001 4:00,0,0,0,20.5,2.66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3270,5/17/2001 5:00,2,14,2,20.38,2.66,0,-2.515201,64.77366,90,0,,2,0,1.9701564,0.018738443,0,1.9001448,0,0,1.8266245,0,1.8521973,1.8521552,7921.5947,20.42499,4963.061,5079.5913,4942.956,0,0,4942.8647,825.8331,0,0,0,563.65967,4379.205,879.9994,4313.517,4291.949707
3271,5/17/2001 6:00,79,90,64,20.26,3.62,0,9.178511,72.7576,88.80245,0,,79,1.9653447,52.61642,0.7401685,1.9653447,50.74664,0.08574553,0,48.783154,0.064611055,49.53163,49.530087,211837.72,21.463125,189822.33,192918.06,185753.17,0,0,185669.08,1018.8721,0,0,0,0,185669.08,1018.8721,182884.03,181969.6094
3272,5/17/2001 7:00,278,405,130,20.13,3.62,0,21.372236,80.20289,74.733185,0,,278,106.936844,119.60486,2.6046436,106.936844,115.354576,0.30173743,91.97776,110.89128,0.22736548,205.93976,205.9352,880775.6,25.132326,846931,846420.8,814375.7,0,0,812915.06,1069.7596,0,0,0,0,812915.06,1069.7596,800721.4,796717.75
3273,5/17/2001 8:00,496,586,169,21.75,3.62,0,33.841793,87.7608,60.593044,0,,496,288.30966,164.63112,4.647134,288.30966,158.78078,0.53835166,273.36627,152.63725,0.40565926,432.3789,432.37494,1849245.5,32.252728,1825049.2,1772534.9,1707177.8,0,0,1700740.5,1065.8007,0,0,0,0,1700740.5,1065.8007,1675229.4,1666853.25
3274,5/17/2001 9:00,702,748,161,23.38,3.68,0,46.371582,96.39116,46.490734,0,,702,514.57306,166.44392,6.5771933,514.57306,160.52916,0.76194125,502.93106,154.31798,0.5741387,667.0327,667.027,2852846.2,39.5826,2843231.8,2682706.8,2588363.5,0,0,2573095.5,1045.1958,0,0,0,0,2573095.5,1045.1958,2534499,2521826.5
3275,5/17/2001 10:00,854,819,155,25,3.68,0,58.632095,108.11665,32.621582,0,,854,689.5093,163.03505,8.001315,689.5093,157.24142,0.92692,683.0521,151.15744,0.69845366,846.59674,846.5906,3620810,45.564373,3618782.8,3333697.8,3218074.5,0,0,3193507.2,1024.216,0,0,0,0,3193507.2,1024.216,3145604.8,3129876.75
3276,5/17/2001 11:00,930,774,205,25.75,3.68,0,69.73313,128.77032,19.632252,0,,930,727.92065,213.31522,8.713376,727.92065,205.73483,1.0094094,725.6743,197.77455,0.7606111,937.14844,937.1423,4008125.2,48.513897,4007818.8,3648235.5,3536243.5,0,0,3505943.8,1011.12964,0,0,0,0,3505943.8,1011.12964,3453354.5,3436087.75
3277,5/17/2001 12:00,969,765,228,26.51,3.9,0,76.1294,173.52496,11.319628,0,,969,748.4096,242.99634,9.078775,748.4096,234.3612,1.0517395,747.66724,225.29332,0.7925077,987.3856,987.3814,4222978.5,50.494274,4222885,3812792.2,3685827,0,0,3652650.2,1006.11273,26003.3,0,0,0,3626251,1022.45465,3571857.2,3553998
3278,5/17/2001 13:00,898,608,321,27.26,3.9,0,71.78179,224.16321,17.126144,0,,898,580.5147,330.9013,8.413561,580.5147,319.14236,0.974677,579.16797,306.79413,0.73443955,899.1103,899.0952,3845384.5,49.099728,3844536.8,3490333.2,3363680.5,0,0,3336232.2,1010.5307,0,0,0,0,3336232.2,1010.5307,3286188.8,3269757.75
3279,5/17/2001 14:00,832,654,259,27.54,3.9,0,61.238426,248.53534,29.668089,0,,832,567.95245,267.97263,7.7951922,567.95245,258.44992,0.9030415,563.668,248.45001,0.6804607,824.1777,824.16284,3524910,47.55955,3522215.8,3217439.8,3110180.2,0,0,3086847.8,1014.94763,0,0,0,0,3086847.8,1014.94763,3040545,3025342.25
3280,5/17/2001 15:00,671,566,243,27.82,3.23,0,49.122772,261.4871,43.430046,0,,671,411.07538,244.41878,6.2867475,411.07538,235.7331,0.7282943,403.32654,226.61212,0.54878503,639.3143,639.30664,2734272.8,43.349277,2723102.2,2529176,2444706.2,0,0,2430610,1027.6808,0,0,0,0,2430610,1027.6808,2394150.8,2382180
3281,5/17/2001 16:00,537,565,200,28.11,3.23,0,36.62316,270.56506,57.499146,0,,537,303.536,195.44115,5.031272,303.536,188.49594,0.58285254,290.46704,181.20267,0.43919158,478.7184,478.71008,2047421,39.73824,2026187.2,1908457.9,1841038.8,0,0,1833132,1036.8578,0,0,0,0,1833132,1036.8578,1805635,1796606.875
3282,5/17/2001 17:00,276,239,178,27.9,3.23,0,24.130802,278.26395,71.63426,0,,276,75.52934,163.54251,2.585905,75.52934,157.73087,0.29956666,67.32013,151.62794,0.22572975,222.24223,222.23894,950507.06,33.298355,916806.8,885299.7,851676.25,0,0,849980.9,1039.2438,0,0,0,0,849980.9,1039.2438,837231.1,833045
