"PVWatts Hourly PV Performance Data"
"Requested Location","94123, USA"
"Location","Lat, Lng: 37.81, -122.42"
"Latitude (DD)","37.81"
"Longitude (DD)","-122.42"
"Elevation (m)","0"
"DC System Size (kW)","1000"
"Module Type","Premium"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","7","20","0","0","8","3.1","0.05","0","8","0","0"
"1","7","21","0","0","9","3.1","0.05","0","9","0","0"
"1","7","22","0","0","9","3.3","0.05","0","9","0","0"
"1","7","23","0","0","9","3.6","0.05","0","9","0","0"
"1","8","0","0","0","9","3.7","0.05","0","9","0","0"
"1","8","1","0","0","9","3.8","0.05","0","9","0","0"
"1","8","2","0","0","9","3.7","0.05","0","9","0","0"
"1","8","3","0","0","8","3.5","0.05","0","8","0","0"
"1","8","4","0","0","8","3.2","0.05","0","8","0","0"
"1","8","5","0","0","8","3","0.05","0","8","0","0"
"1","8","6","0","0","8","2.8","0.05","0","8","0","0"
"1","8","7","0","0","9","2.9","0.05","0","0","0","0"
"1","8","8","0","48","10","3.3","0.05","45.653","10.865","37031.829","31756.081"
"1","8","9","0","36","11","3.9","0.05","33.306","11.579","27091.039","22167.533"
"1","8","10","0","76","11","4.6","0.05","70.466","12.11","58707.141","52663.351"
"1","8","11","0","70","12","5.1","0.05","64.896","12.957","53476.992","47618.527"
"1","8","12","0","60","12","5.3","0.05","55.606","12.8","45522.088","39945.497"
"1","8","13","0","41","12","5.4","0.05","37.962","12.54","30706.707","25655.084"
"1","8","14","0","31","12","5.3","0.05","28.678","12.413","23054.976","18274.484"
"1","8","15","0","7","11","4.9","0.05","6.462","11.098","4887.939","751.177"
"1","8","16","0","30","10","4.3","0.05","28.931","10.461","21226.015","16510.33"
"1","8","17","0","0","10","3.9","0.05","0","10","0","0"
"1","8","18","0","0","10","3.8","0.05","0","10","0","0"
"1","8","19","0","0","10","3.7","0.05","0","10","0","0"
"1","8","20","0","0","10","3.3","0.05","0","10","0","0"
"1","8","21","0","0","9","2.8","0.05","0","9","0","0"
"1","8","22","0","0","9","2.5","0.05","0","9","0","0"
"1","8","23","0","0","8","2.3","0.05","0","8","0","0"
"1","9","0","0","0","8","2.1","0.05","0","8","0","0"
"1","9","1","0","0","8","2","0.05","0","8","0","0"
"1","9","2","0","0","8","1.9","0.05","0","8","0","0"
"1","9","3","0","0","8","1.9","0.05","0","8","0","0"
"1","9","4","0","0","8","1.9","0.05","0","8","0","0"
"1","9","5","0","0","8","1.9","0.05","0","8","0","0"
"1","9","6","0","0","8","1.9","0.05","0","8","0","0"
"1","9","7","0","0","9","1.6","0.05","0","0","0","0"
"1","9","8","201","61","10","1.4","0.05","147.961","14.01","121764.811","113486.637"
"1","9","9","0","104","11","1.7","0.05","100.728","13.58","84953.436","77979.636"
"1","9","10","57","177","12","1.8","0.05","222.922","17.59","190493.044","179779.555"
"1","9","11","268","209","12","1.7","0.05","439.766","23.277","376380.152","359079.944"
"1","9","12","192","226","13","1.7","0.05","395.024","23.12","336296.397","320416.516"
"1","9","13","325","189","12","1.6","0.05","451.006","23.83","386710.862","369044.596"
"1","9","14","637","90","12","1.5","0.05","514.526","25.846","444395.933","424685.656"
"1","9","15","359","86","11","1.3","0.05","277.327","18.789","239087.634","226652.246"
"1","9","16","110","36","10","1.4","0.05","74.393","11.956","54530.888","48635.079"
"1","9","17","0","0","10","1.5","0.05","0","10","0","0"
"1","9","18","0","0","10","1.4","0.05","0","10","0","0"
"1","9","19","0","0","9","1.3","0.05","0","9","0","0"
"1","9","20","0","0","9","1.3","0.05","0","9","0","0"
"1","9","21","0","0","9","1.3","0.05","0","9","0","0"
"1","9","22","0","0","9","1.4","0.05","0","9","0","0"
"1","9","23","0","0","9","1.4","0.05","0","9","0","0"
"1","10","0","0","0","9","1.2","0.05","0","9","0","0"
"1","10","1","0","0","9","1","0.05","0","9","0","0"
"1","10","2","0","0","9","0.9","0.05","0","9","0","0"
"1","10","3","0","0","8","1.1","0.05","0","8","0","0"
"1","10","4","0","0","8","1.2","0.05","0","8","0","0"
"1","10","5","0","0","8","1.4","0.05","0","8","0","0"
"1","10","6","0","0","8","1.5","0.05","0","8","0","0"
"1","10","7","0","0","8","1.5","0.05","0","0","0","0"
"1","10","8","0","10","9","1.6","0.05","9.231","9.24","7044.327","2831.156"
"1","10","9","107","131","10","1.9","0.05","202.282","14.978","175314.871","165139.206"
"1","10","10","160","185","11","2.4","0.05","310.578","17.923","268988.564","255493.667"
"1","10","11","0","65","12","2.9","0.05","60.249","13.223","49434.273","43719.058"
"1","10","12","403","194","12","3.4","0.05","541.458","22.168","468148.327","447596.408"
"1","10","13","207","206","13","3.8","0.05","375.699","19.632","324541.635","309078.272"
"1","10","14","2","135","12","4","0.05","132.725","14.272","112573.008","104620.536"
"1","10","15","0","39","12","4","0.05","36.089","12.618","29274.143","24273.281"
"1","10","16","0","31","11","4.4","0.05","29.742","11.47","22169.792","17420.665"
"1","10","17","0","0","11","4.9","0.05","0","11","0","0"
"1","10","18","0","0","11","5.1","0.05","0","11","0","0"
"1","10","19","0","0","10","5.3","0.05","0","10","0","0"
"1","10","20","0","0","9","5.1","0.05","0","9","0","0"
"1","10","21","0","0","9","4.8","0.05","0","9","0","0"
"1","10","22","0","0","9","4.6","0.05","0","9","0","0"
"1","10","23","0","0","9","4.6","0.05","0","9","0","0"
"1","11","0","0","0","9","4.6","0.05","0","9","0","0"
"1","11","1","0","0","9","4.2","0.05","0","9","0","0"
"1","11","2","0","0","10","4","0.05","0","10","0","0"
"1","11","3","0","0","10","4.4","0.05","0","10","0","0"
"1","11","4","0","0","10","5","0.05","0","10","0","0"
"1","11","5","0","0","9","5.4","0.05","0","9","0","0"
"1","11","6","0","0","9","4.9","0.05","0","9","0","0"
"1","11","7","0","0","9","4.5","0.05","0","0","0","0"
"1","11","8","0","20","10","4.9","0.05","18.481","10.279","14478.623","10002.025"
"1","11","9","641","70","10","5.4","0.05","443.066","16.353","395683.059","377698.872"
"1","11","10","640","104","11","5.5","0.05","566.575","19.016","500917.287","479204.233"
"1","11","11","215","218","11","5.5","0.05","400.353","16.642","349569.39","333219.194"
"1","11","12","640","131","11","5.2","0.05","659.315","20.656","577398.273","552975.194"
"1","11","13","251","203","11","4.6","0.05","414.44","17.542","361888.914","345102.188"
"1","11","14","484","123","11","3.9","0.05","454.126","18.927","399902.11","381768.426"
"1","11","15","481","74","10","2.8","0.05","326.365","16.777","285588.654","271505.55"
"1","11","16","336","37","9","2","0.05","142.531","12.28","105785.726","98073.755"
"1","11","17","0","0","8","1.8","0.05","0","8","0","0"
"1","11","18","0","0","8","1.6","0.05","0","8","0","0"
"1","11","19","0","0","8","1.4","0.05","0","8","0","0"
"1","11","20","0","0","8","1.2","0.05","0","8","0","0"
"1","11","21","0","0","8","1.1","0.05","0","8","0","0"
"1","11","22","0","0","8","1.1","0.05","0","8","0","0"
"1","11","23","0","0","7","1.1","0.05","0","7","0","0"
"1","12","0","0","0","7","1.2","0.05","0","7","0","0"
"1","12","1","0","0","7","1.5","0.05","0","7","0","0"
"1","12","2","0","0","6","1.7","0.05","0","6","0","0"
"1","12","3","0","0","6","1.8","0.05","0","6","0","0"
"1","12","4","0","0","6","1.7","0.05","0","6","0","0"
"1","12","5","0","0","5","1.7","0.05","0","5","0","0"
"1","12","6","0","0","5","1.6","0.05","0","5","0","0"
"1","12","7","0","0","5","1.3","0.05","0","0","0","0"
"1","12","8","201","62","7","1.1","0.05","148.816","11.333","123855.09","115502.849"
"1","12","9","790","59","9","0.7","0.05","509.959","25.756","442244.627","422610.579"
"1","12","10","874","68","11","0.7","0.05","681.65","33.373","575264.382","550916.916"
"1","12","11","738","98","12","1.2","0.05","684.905","31.733","578162.303","553712.152"
"1","12","12","922","72","12","1.4","0.05","801.708","34.04","672719.894","644919.191"
"1","12","13","892","74","13","1.2","0.05","743.503","34.44","623890.422","597819.941"
"1","12","14","580","105","13","1","0.05","499.519","28.141","426920.599","407829.542"
"1","12","15","578","63","12","0.6","0.05","362.303","24.203","309983.014","295035.521"
"1","12","16","462","32","10","0.3","0.05","175.074","16.137","128686.937","120163.485"
"1","12","17","0","0","10","0.5","0.05","0","10","0","0"
"1","12","18","0","0","10","0.7","0.05","0","10","0","0"
"1","12","19","0","0","9","0.6","0.05","0","9","0","0"
"1","12","20","0","0","8","0.6","0.05","0","8","0","0"
"1","12","21","0","0","8","0.9","0.05","0","8","0","0"
"1","12","22","0","0","7","1.2","0.05","0","7","0","0"
"1","12","23","0","0","7","1.3","0.05","0","7","0","0"
"1","13","0","0","0","6","1.3","0.05","0","6","0","0"
"1","13","1","0","0","6","1.4","0.05","0","6","0","0"
"1","13","2","0","0","5","1.6","0.05","0","5","0","0"
"1","13","3","0","0","4","1.9","0.05","0","4","0","0"
"1","13","4","0","0","4","2","0.05","0","4","0","0"
"1","13","5","0","0","4","2.1","0.05","0","4","0","0"
"1","13","6","0","0","4","2.2","0.05","0","4","0","0"
"1","13","7","0","0","4","2.2","0.05","0","0","0","0"
"1","13","8","0","37","5","2.3","0.05","34.251","5.773","28081.926","23123.309"
"1","13","9","0","94","6","2.4","0.05","89.866","8","77108.611","70412.784"
"1","13","10","3","149","7","2.4","0.05","146.775","10.263","126501.708","118055.687"
"1","13","11","3","167","7","2.5","0.05","164.107","10.577","141167.578","132201.887"
"1","13","12","52","216","7","2.6","0.05","265.116","12.678","230343.393","218217.848"
"1","13","13","91","209","7","2.4","0.05","285.235","13.346","248924.934","236140.971"
"1","13","14","75","166","7","2","0.05","220.615","12.313","192726.477","181933.85"
"1","13","15","0","96","6","1.8","0.05","93.979","8.356","80573.225","73754.633"
"1","13","16","0","16","5","1.8","0.05","14.783","5.364","11206.511","6845.858"
"1","13","17","0","0","5","1.9","0.05","0","5","0","0"
"1","13","18","0","0","5","1.9","0.05","0","5","0","0"
"1","13","19","0","0","4","2","0.05","0","4","0","0"
"1","13","20","0","0","4","2","0.05","0","4","0","0"
"1","13","21","0","0","4","2","0.05","0","4","0","0"
"1","13","22","0","0","3","2","0.05","0","3","0","0"
"1","13","23","0","0","3","2","0.05","0","3","0","0"
"1","14","0","0","0","3","2.1","0.05","0","3","0","0"
"1","14","1","0","0","3","2.2","0.05","0","3","0","0"
"1","14","2","0","0","3","2.3","0.05","0","3","0","0"
"1","14","3","0","0","3","2.3","0.05","0","3","0","0"
"1","14","4","0","0","2","2.4","0.05","0","2","0","0"
"1","14","5","0","0","2","2.4","0.05","0","2","0","0"
"1","14","6","0","0","2","2.4","0.05","0","2","0","0"
"1","14","7","0","0","3","2.6","0.05","0","0","0","0"
"1","14","8","158","65","5","2.7","0.05","136.332","7.847","115002.048","106963.505"
"1","14","9","397","108","7","2.7","0.05","349.437","14.399","311112.563","296125.046"
"1","14","10","599","116","8","2.6","0.05","553.691","19.929","487222.68","465994.881"
"1","14","11","729","102","9","2.6","0.05","684.917","23.746","594825.48","569784.885"
"1","14","12","747","102","10","2.6","0.05","712.975","25.346","615353.641","589585.652"
"1","14","13","771","86","11","2.6","0.05","677.637","25.598","585794.786","561074.185"
"1","14","14","797","72","10","2.3","0.05","600.706","23.702","524859.554","502298.13"
"1","14","15","687","59","9","2.1","0.05","411.289","18.738","361010.188","344254.599"
"1","14","16","192","41","8","2.1","0.05","112.568","10.57","86545.101","79514.901"
"1","14","17","0","0","6","2.2","0.05","0","6","0","0"
"1","14","18","0","0","6","2.2","0.05","0","6","0","0"
"1","14","19","0","0","5","2.2","0.05","0","5","0","0"
"1","14","20","0","0","5","2.3","0.05","0","5","0","0"
"1","14","21","0","0","4","2.5","0.05","0","4","0","0"
"1","14","22","0","0","4","2.6","0.05","0","4","0","0"
"1","14","23","0","0","4","2.7","0.05","0","4","0","0"
"1","15","0","0","0","4","2.6","0.05","0","4","0","0"
"1","15","1","0","0","3","2.6","0.05","0","3","0","0"
"1","15","2","0","0","3","2.6","0.05","0","3","0","0"
"1","15","3","0","0","3","2.7","0.05","0","3","0","0"
"1","15","4","0","0","3","2.7","0.05","0","3","0","0"
"1","15","5","0","0","3","2.8","0.05","0","3","0","0"
"1","15","6","0","0","3","2.8","0.05","0","3","0","0"
"1","15","7","0","0","3","2.7","0.05","0","0","0","0"
"1","15","8","70","66","5","2.8","0.05","99.609","7.048","83912.222","76975.316"
"1","15","9","255","126","6","2.5","0.05","284.319","12.235","252819.329","239897.372"
"1","15","10","316","174","8","2.2","0.05","413.058","17.576","362264.902","345464.854"
"1","15","11","388","194","9","2.1","0.05","514.871","21.162","446450.613","426667.53"
"1","15","12","222","231","10","2.1","0.05","425.052","20.025","366520.713","349569.865"
"1","15","13","193","214","10","2.1","0.05","375.909","18.87","325103.833","309620.549"
"1","15","14","159","172","10","2","0.05","289.302","16.974","251332.279","238463.014"
"1","15","15","256","104","9","1.6","0.05","245.217","15.436","213738.556","202201.386"
"1","15","16","65","44","8","1.2","0.05","70.094","9.965","54564.431","48667.434"
"1","15","17","0","0","8","1.2","0.05","0","8","0","0"
"1","15","18","0","0","7","1.5","0.05","0","7","0","0"
"1","15","19","0","0","7","1.7","0.05","0","7","0","0"
"1","15","20","0","0","6","1.9","0.05","0","6","0","0"
"1","15","21","0","0","5","2","0.05","0","5","0","0"
"1","15","22","0","0","5","2.1","0.05","0","5","0","0"
"1","15","23","0","0","5","2.2","0.05","0","5","0","0"
"1","16","0","0","0","5","2.2","0.05","0","5","0","0"
"1","16","1","0","0","5","2","0.05","0","5","0","0"
"1","16","2","0","0","5","2","0.05","0","5","0","0"
"1","16","3","0","0","5","2","0.05","0","5","0","0"
"1","16","4","0","0","5","2.2","0.05","0","5","0","0"
"1","16","5","0","0","5","2.3","0.05","0","5","0","0"
"1","16","6","0","0","5","2.3","0.05","0","5","0","0"
"1","16","7","0","0","5","2.2","0.05","0","0","0","0"
"1","16","8","201","64","7","2.3","0.05","150.868","10.389","126339.978","117899.688"
"1","16","9","716","65","9","2.3","0.05","478.042","19.91","422554.496","403618.147"
"1","16","10","812","73","11","2.1","0.05","649.095","26.384","561092.307","537247.013"
"1","16","11","855","77","12","2","0.05","751.202","30.143","638937.085","612333.441"
"1","16","12","867","77","13","1.9","0.05","771.863","32.022","651586.181","624534.33"
"1","16","13","850","74","14","1.7","0.05","725.722","32.667","612143.112","586488.886"
"1","16","14","794","70","14","1.3","0.05","600.525","30.927","510962.099","488893.117"
"1","16","15","683","58","13","1","0.05","411.885","25.48","353402.439","336916.423"
"1","16","16","437","35","11","0.9","0.05","182.618","16.453","138117.496","129259.882"
"1","16","17","0","0","11","1","0.05","0","11","0","0"
"1","16","18","0","0","11","1","0.05","0","11","0","0"
"1","16","19","0","0","10","1.1","0.05","0","10","0","0"
"1","16","20","0","0","10","1.2","0.05","0","10","0","0"
"1","16","21","0","0","10","1.2","0.05","0","10","0","0"
"1","16","22","0","0","9","1.4","0.05","0","9","0","0"
"1","16","23","0","0","9","1.5","0.05","0","9","0","0"
"1","17","0","0","0","9","1.6","0.05","0","9","0","0"
"1","17","1","0","0","8","1.7","0.05","0","8","0","0"
"1","17","2","0","0","8","1.7","0.05","0","8","0","0"
"1","17","3","0","0","8","1.6","0.05","0","8","0","0"
"1","17","4","0","0","8","1.6","0.05","0","8","0","0"
"1","17","5","0","0","7","1.7","0.05","0","7","0","0"
"1","17","6","0","0","7","1.8","0.05","0","7","0","0"
"1","17","7","0","0","7","1.9","0.05","0","0","0","0"
"1","17","8","0","3","9","1.8","0.05","2.767","9.069","2004.59","0"
"1","17","9","348","117","10","1.7","0.05","333.137","18.57","291436.843","277146.515"
"1","17","10","341","172","12","1.7","0.05","428.307","23","368797.346","351765.827"
"1","17","11","224","224","13","1.4","0.05","414.981","24.368","352359.363","335910.307"
"1","17","12","415","200","14","1.2","0.05","562.439","30.167","472085.01","451393.599"
"1","17","13","416","183","15","1.1","0.05","526.6","30.523","442040.494","422413.679"
"1","17","14","441","139","16","0.8","0.05","451.184","30.393","380129.187","362696.136"
"1","17","15","246","107","15","0.7","0.05","244.731","23.013","207546.529","196228.768"
"1","17","16","200","45","13","0.9","0.05","121.623","16.663","93047.217","85786.622"
"1","17","17","0","0","12","1.1","0.05","0","12","0","0"
"1","17","18","0","0","11","1.1","0.05","0","11","0","0"
"1","17","19","0","0","11","1.1","0.05","0","11","0","0"
"1","17","20","0","0","10","1.2","0.05","0","10","0","0"
"1","17","21","0","0","9","1.4","0.05","0","9","0","0"
"1","17","22","0","0","9","1.6","0.05","0","9","0","0"
"1","17","23","0","0","8","1.9","0.05","0","8","0","0"
"1","18","0","0","0","8","2.2","0.05","0","8","0","0"
"1","18","1","0","0","8","2.3","0.05","0","8","0","0"
"1","18","2","0","0","7","2.3","0.05","0","7","0","0"
"1","18","3","0","0","7","2.5","0.05","0","7","0","0"
"1","18","4","0","0","7","2.6","0.05","0","7","0","0"
"1","18","5","0","0","7","2.6","0.05","0","7","0","0"
"1","18","6","0","0","6","2.4","0.05","0","6","0","0"
"1","18","7","0","0","6","2.5","0.05","0","0","0","0"
"1","18","8","554","42","7","2.6","0.05","265.651","12.63","222690.711","210836.331"
"1","18","9","216","133","9","2.5","0.05","271.165","14.944","238104.595","225704.04"
"1","18","10","517","138","11","2.4","0.05","520.689","22.632","452368.205","432375.439"
"1","18","11","615","139","13","2.4","0.05","644.013","27.373","550113.68","526657.403"
"1","18","12","446","194","14","2.3","0.05","581.031","27.198","493541.967","472090.25"
"1","18","13","702","108","14","2.1","0.05","661.73","29.66","562329.404","538440.275"
"1","18","14","752","72","14","1.9","0.05","579.777","28.314","497462.48","475871.843"
"1","18","15","409","92","13","1.6","0.05","316.41","21.315","273178.293","259534.937"
"1","18","16","428","39","11","1.7","0.05","186.172","15.619","143103.027","134068.755"
"1","18","17","0","0","9","2","0.05","0","9","0","0"
"1","18","18","0","0","9","2.4","0.05","0","9","0","0"
"1","18","19","0","0","9","2.4","0.05","0","9","0","0"
"1","18","20","0","0","8","2.4","0.05","0","8","0","0"
"1","18","21","0","0","8","2.6","0.05","0","8","0","0"
"1","18","22","0","0","8","2.8","0.05","0","8","0","0"
"1","18","23","0","0","8","3","0.05","0","8","0","0"
"1","19","0","0","0","8","3.2","0.05","0","8","0","0"
"1","19","1","0","0","8","3.3","0.05","0","8","0","0"
"1","19","2","0","0","8","3.3","0.05","0","8","0","0"
"1","19","3","0","0","8","3.3","0.05","0","8","0","0"
"1","19","4","0","0","7","3.3","0.05","0","7","0","0"
"1","19","5","0","0","7","3.3","0.05","0","7","0","0"
"1","19","6","0","0","7","3.4","0.05","0","7","0","0"
"1","19","7","0","0","7","3.5","0.05","0","0","0","0"
"1","19","8","164","68","8","3.7","0.05","141.702","10.515","118857.552","110682.394"
"1","19","9","409","111","9","3.9","0.05","360.623","15.296","320287.278","304974.664"
"1","19","10","842","74","11","3.9","0.05","674.146","22.773","590376.53","565493.58"
"1","19","11","634","134","12","3.8","0.05","654.322","23.571","566798.995","542751.491"
"1","19","12","899","77","13","3.7","0.05","802.59","27.416","688767.626","660398.287"
"1","19","13","885","73","14","3.4","0.05","751.558","28.148","644469.688","617670.002"
"1","19","14","836","67","14","3.1","0.05","630.482","26.475","545518.923","522225.456"
"1","19","15","734","56","13","2.8","0.05","440.643","22.172","384345.879","366763.414"
"1","19","16","501","35","11","2.5","0.05","205.689","15.353","158860.125","149267.517"
"1","19","17","0","0","9","2.6","0.05","0","9","0","0"
"1","19","18","0","0","9","2.7","0.05","0","9","0","0"
"1","19","19","0","0","9","2.8","0.05","0","9","0","0"
"1","19","20","0","0","9","2.9","0.05","0","9","0","0"
"1","19","21","0","0","9","2.9","0.05","0","9","0","0"
"1","19","22","0","0","8","2.8","0.05","0","8","0","0"
"1","19","23","0","0","8","2.8","0.05","0","8","0","0"
"1","20","0","0","0","8","2.9","0.05","0","8","0","0"
"1","20","1","0","0","8","2.9","0.05","0","8","0","0"
"1","20","2","0","0","7","2.7","0.05","0","7","0","0"
"1","20","3","0","0","7","2.6","0.05","0","7","0","0"
"1","20","4","0","0","7","2.6","0.05","0","7","0","0"
"1","20","5","0","0","7","2.8","0.05","0","7","0","0"
"1","20","6","0","0","7","3","0.05","0","7","0","0"
"1","20","7","0","0","7","3.1","0.05","0","0","0","0"
"1","20","8","63","70","8","3.2","0.05","101.148","9.946","84652.553","77689.414"
"1","20","9","291","127","9","3.1","0.05","305.752","15.041","269903.207","256375.901"
"1","20","10","837","76","11","2.9","0.05","674.279","24.79","586120.842","561388.688"
"1","20","11","794","90","13","2.3","0.05","725.611","29.515","617461.189","591618.521"
"1","20","12","892","80","14","1.4","0.05","802.592","36.052","667142.557","639539.481"
"1","20","13","470","176","15","0.8","0.05","562.275","32.905","468579.504","448012.306"
"1","20","14","242","175","14","0.7","0.05","356.33","25.661","302012.388","287347.326"
"1","20","15","156","119","13","0.9","0.05","208.314","19.463","177869.743","167603.548"
"1","20","16","6","47","12","1.2","0.05","48.135","13.366","37905.85","32599.132"
"1","20","17","0","0","10","1.6","0.05","0","10","0","0"
"1","20","18","0","0","10","1.8","0.05","0","10","0","0"
"1","20","19","0","0","9","1.8","0.05","0","9","0","0"
"1","20","20","0","0","9","1.7","0.05","0","9","0","0"
"1","20","21","0","0","9","1.6","0.05","0","9","0","0"
"1","20","22","0","0","8","1.5","0.05","0","8","0","0"
"1","20","23","0","0","8","1.5","0.05","0","8","0","0"
"1","21","0","0","0","8","1.6","0.05","0","8","0","0"
"1","21","1","0","0","8","1.8","0.05","0","8","0","0"
"1","21","2","0","0","8","1.9","0.05","0","8","0","0"
"1","21","3","0","0","8","1.9","0.05","0","8","0","0"
"1","21","4","0","0","8","1.9","0.05","0","8","0","0"
"1","21","5","0","0","8","1.9","0.05","0","8","0","0"
"1","21","6","0","0","8","1.9","0.05","0","8","0","0"
"1","21","7","0","0","8","2","0.05","0","0","0","0"
"1","21","8","28","69","10","2.2","0.05","81.981","11.886","67848.835","61481.118"
"1","21","9","252","133","11","2.1","0.05","291.252","17.893","253780.015","240824.018"
"1","21","10","620","116","13","1.9","0.05","573.786","27.146","491876.589","470483.884"
"1","21","11","661","128","14","1.5","0.05","670.999","32.011","563912.576","539967.349"
"1","21","12","882","82","15","1.1","0.05","799.051","38.582","657689.756","630421.63"
"1","21","13","883","74","15","0.9","0.05","755.668","38.48","623455.14","597400.083"
"1","21","14","835","69","15","0.6","0.05","636.592","36.486","530623.643","507857.975"
"1","21","15","734","58","14","0.3","0.05","446.811","30.481","378630.891","361250.93"
"1","21","16","507","37","13","0.2","0.05","212.233","20.804","162246.007","152533.423"
"1","21","17","0","0","12","0.5","0.05","0","12","0","0"
"1","21","18","0","0","12","0.6","0.05","0","12","0","0"
"1","21","19","0","0","11","0.4","0.05","0","11","0","0"
"1","21","20","0","0","10","0.4","0.05","0","10","0","0"
"1","21","21","0","0","10","0.8","0.05","0","10","0","0"
"1","21","22","0","0","9","1.2","0.05","0","9","0","0"
"1","21","23","0","0","8","1.3","0.05","0","8","0","0"
"1","22","0","0","0","8","1.2","0.05","0","8","0","0"
"1","22","1","0","0","7","1.2","0.05","0","7","0","0"
"1","22","2","0","0","7","1.4","0.05","0","7","0","0"
"1","22","3","0","0","7","1.6","0.05","0","7","0","0"
"1","22","4","0","0","7","1.9","0.05","0","7","0","0"
"1","22","5","0","0","6","2.2","0.05","0","6","0","0"
"1","22","6","0","0","6","2.3","0.05","0","6","0","0"
"1","22","7","0","0","6","2.5","0.05","0","0","0","0"
"1","22","8","582","48","7","2.7","0.05","284.171","12.923","239374.99","226929.42"
"1","22","9","382","118","9","2.7","0.05","354.493","16.504","313076.509","298019.401"
"1","22","10","433","161","10","2.6","0.05","491.07","20.566","428207.936","409071.263"
"1","22","11","892","76","12","2.3","0.05","782.71","29.817","666175.412","638606.606"
"1","22","12","899","77","13","2","0.05","808.78","32.522","680920.624","652829.337"
"1","22","13","866","79","14","1.6","0.05","756.3","33.873","634415.649","607972.218"
"1","22","14","815","73","14","1.3","0.05","630.299","31.76","534416.924","511516.845"
"1","22","15","711","62","13","1.2","0.05","441.486","25.747","380813.016","363355.734"
"1","22","16","450","39","11","1.4","0.05","197.553","16.267","154290.387","144859.702"
"1","22","17","0","0","10","1.6","0.05","0","10","0","0"
"1","22","18","0","0","9","1.6","0.05","0","9","0","0"
"1","22","19","0","0","8","1.7","0.05","0","8","0","0"
"1","22","20","0","0","8","1.8","0.05","0","8","0","0"
"1","22","21","0","0","7","2","0.05","0","7","0","0"
"1","22","22","0","0","7","2.1","0.05","0","7","0","0"
"1","22","23","0","0","7","2.1","0.05","0","7","0","0"
"1","23","0","0","0","7","2.1","0.05","0","7","0","0"
"1","23","1","0","0","7","2","0.05","0","7","0","0"
"1","23","2","0","0","7","1.9","0.05","0","7","0","0"
"1","23","3","0","0","7","1.9","0.05","0","7","0","0"
"1","23","4","0","0","7","2","0.05","0","7","0","0"
"1","23","5","0","0","7","2.1","0.05","0","7","0","0"
"1","23","6","0","0","7","2.2","0.05","0","7","0","0"
"1","23","7","0","0","7","2.3","0.05","0","0","0","0"
"1","23","8","50","72","9","2.3","0.05","93.524","11.11","77937.69","71212.486"
"1","23","9","146","143","11","2","0.05","236.757","16.711","205127.485","193895.44"
"1","23","10","775","87","13","1.6","0.05","647.854","30.036","551598.468","528089.578"
"1","23","11","806","96","15","1","0.05","746.511","37.59","616244.748","590445.184"
"1","23","12","802","101","16","0.8","0.05","767.038","40.442","625672.481","599538.854"
"1","23","13","792","94","16","0.8","0.05","719.636","38.947","591327.221","566410.584"
"1","23","14","726","90","16","0.7","0.05","595.566","35.539","496705.066","475141.268"
"1","23","15","608","77","15","0.5","0.05","409.69","29.232","347903.586","331612.416"
"1","23","16","371","48","13","0.2","0.05","182.378","19.74","141553.35","132573.99"
"1","23","17","0","0","12","0.3","0.05","0","12","0","0"
"1","23","18","0","0","11","0.5","0.05","0","11","0","0"
"1","23","19","0","0","11","0.9","0.05","0","11","0","0"
"1","23","20","0","0","10","1.4","0.05","0","10","0","0"
"1","23","21","0","0","9","1.7","0.05","0","9","0","0"
"1","23","22","0","0","9","1.7","0.05","0","9","0","0"
"1","23","23","0","0","9","1.5","0.05","0","9","0","0"
"1","24","0","0","0","9","1.2","0.05","0","9","0","0"
"1","24","1","0","0","8","1.2","0.05","0","8","0","0"
"1","24","2","0","0","8","1.4","0.05","0","8","0","0"
"1","24","3","0","0","8","1.8","0.05","0","8","0","0"
"1","24","4","0","0","7","2.2","0.05","0","7","0","0"
"1","24","5","0","0","7","2.4","0.05","0","7","0","0"
"1","24","6","0","0","7","2.5","0.05","0","7","0","0"
"1","24","7","0","6","8","2.7","0.05","5.708","8.099","2657.346","0"
"1","24","8","99","74","10","2.8","0.05","118.928","12.448","99188.305","91710.107"
"1","24","9","428","113","12","2.5","0.05","375.458","20.242","327915.171","312332.27"
"1","24","10","496","151","13","2","0.05","525.131","25.674","450522.606","430595.236"
"1","24","11","362","214","14","1.5","0.05","522.822","28.007","441105.848","421512.151"
"1","24","12","587","162","15","1.3","0.05","663.856","33.641","552551.952","529009.277"
"1","24","13","409","197","16","1.3","0.05","543.464","31.255","454263.044","434203.136"
