"PVWatts Hourly PV Performance Data"
"Requested Location","94123, USA"
"Location","Lat, Lng: 37.81, -122.42"
"Latitude (DD)","37.81"
"Longitude (DD)","-122.42"
"Elevation (m)","0"
"DC System Size (kW)","1000"
"Module Type","Premium"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"7","4","22","0","0","15","1.8","0.07","0","15","0","0"
"7","4","23","0","0","15","1.6","0.07","0","15","0","0"
"7","5","0","0","0","15","1.3","0.07","0","15","0","0"
"7","5","1","0","0","15","1.1","0.07","0","15","0","0"
"7","5","2","0","0","14","1","0.07","0","14","0","0"
"7","5","3","0","0","14","0.9","0.07","0","14","0","0"
"7","5","4","0","0","14","0.9","0.07","0","14","0","0"
"7","5","5","235","33","14","1","0.07","24.876","14.728","17817.13","13222.236"
"7","5","6","566","68","16","1.2","0.07","161.836","20.367","111200.311","103296.479"
"7","5","7","21","170","18","1.4","0.07","165.227","22.514","135893.647","127114.832"
"7","5","8","813","98","19","1.7","0.07","595.32","34.258","491498.754","470119.436"
"7","5","9","865","106","21","2","0.07","784.277","39.835","631115.29","604788.803"
"7","5","10","880","120","22","2.3","0.07","921.849","42.837","730027.827","700196.476"
"7","5","11","890","126","22","2.6","0.07","1001.748","43.399","789441.867","757505.24"
"7","5","12","888","131","22","2.8","0.07","1017.356","42.971","802534.067","770133.531"
"7","5","13","876","131","22","2.8","0.07","966.03","41.923","766318.134","735200.873"
"7","5","14","851","128","21","2.8","0.07","852.486","38.602","687212.932","658898.683"
"7","5","15","809","120","20","2.8","0.07","687.234","34.218","565804.07","541791.82"
"7","5","16","739","108","19","2.8","0.07","480.974","28.973","404376.683","386084.447"
"7","5","17","622","88","18","2.9","0.07","261.702","23.203","203214.706","192050.439"
"7","5","18","398","58","17","2.9","0.07","71.786","18.336","44741.363","39192.436"
"7","5","19","0","0","15","2.9","0.07","0","0","0","0"
"7","5","20","0","0","14","2.8","0.07","0","14","0","0"
"7","5","21","0","0","13","2.7","0.07","0","13","0","0"
"7","5","22","0","0","13","2.7","0.07","0","13","0","0"
"7","5","23","0","0","13","2.7","0.07","0","13","0","0"
"7","6","0","0","0","13","2.6","0.07","0","13","0","0"
"7","6","1","0","0","13","2.5","0.07","0","13","0","0"
"7","6","2","0","0","13","2.3","0.07","0","13","0","0"
"7","6","3","0","0","13","2.1","0.07","0","13","0","0"
"7","6","4","0","0","13","1.9","0.07","0","13","0","0"
"7","6","5","184","36","13","1.7","0.07","27.343","13.678","19631.115","14971.944"
"7","6","6","514","79","14","1.5","0.07","162.129","18.107","114602.198","106577.824"
"7","6","7","682","102","15","1.2","0.07","373.376","25.656","307858.409","292986.199"
"7","6","8","777","117","17","1.2","0.07","591.53","33.988","488427.291","467156.807"
"7","6","9","832","127","18","1.2","0.07","781.513","40.39","627078.836","600895.377"
"7","6","10","866","132","20","1.5","0.07","920.697","44.558","724098.061","694476.825"
"7","6","11","884","133","21","1.8","0.07","1002.737","46.033","782150.459","750472.196"
"7","6","12","887","133","21","2.1","0.07","1018.532","44.91","797501.956","765279.729"
"7","6","13","880","130","21","2.4","0.07","969.197","42.485","767234.087","736084.37"
"7","6","14","856","124","20","2.6","0.07","853.233","38.254","688814.485","660443.487"
"7","6","15","814","117","19","2.7","0.07","688.144","33.49","568178.326","544081.946"
"7","6","16","752","102","18","2.6","0.07","482.818","28.374","407015.487","388629.747"
"7","6","17","276","143","17","2.6","0.07","210.502","21.46","169269.839","159308.373"
"7","6","18","452","45","15","2.5","0.07","63.178","16.217","36167.712","30922.584"
"7","6","19","0","0","15","2.5","0.07","0","0","0","0"
"7","6","20","0","0","14","2.4","0.07","0","14","0","0"
"7","6","21","0","0","14","2.2","0.07","0","14","0","0"
"7","6","22","0","0","14","1.9","0.07","0","14","0","0"
"7","6","23","0","0","13","1.7","0.07","0","13","0","0"
"7","7","0","0","0","13","1.6","0.07","0","13","0","0"
"7","7","1","0","0","13","1.6","0.07","0","13","0","0"
"7","7","2","0","0","13","1.5","0.07","0","13","0","0"
"7","7","3","0","0","13","1.4","0.07","0","13","0","0"
"7","7","4","0","0","13","1.4","0.07","0","13","0","0"
"7","7","5","13","30","13","1.5","0.07","26.684","13.69","18998.854","14362.086"
"7","7","6","312","92","15","1.6","0.07","136.451","18.44","100799.729","93264.432"
"7","7","7","163","195","17","1.6","0.07","246.467","23.43","204060.516","192866.278"
"7","7","8","168","288","18","1.7","0.07","375.665","27.588","310009.169","295060.749"
"7","7","9","857","109","20","1.9","0.07","780.334","39.128","629595.379","603322.749"
"7","7","10","889","114","21","2.2","0.07","923.913","42.291","733380.261","703430.12"
"7","7","11","903","117","22","2.5","0.07","1005.868","43.883","791458.492","759450.408"
"7","7","12","903","118","22","2.8","0.07","1020.096","43.03","804815.594","772334.215"
"7","7","13","880","123","22","2.6","0.07","962.714","42.572","761973.289","731009.983"
"7","7","14","852","120","22","2.2","0.07","846.317","41.515","674880.557","647003.293"
"7","7","15","805","113","21","2","0.07","678.277","37.306","552021.527","528497.647"
"7","7","16","729","102","20","2.1","0.07","471.454","31.135","393138.926","375244.888"
"7","7","17","604","85","19","2.1","0.07","254.062","24.854","195897.178","184992.199"
"7","7","18","378","55","17","2.1","0.07","67.897","18.463","42124.188","36667.998"
"7","7","19","0","0","15","2.2","0.07","0","0","0","0"
"7","7","20","0","0","14","2.1","0.07","0","14","0","0"
"7","7","21","0","0","14","2","0.07","0","14","0","0"
"7","7","22","0","0","14","2","0.07","0","14","0","0"
"7","7","23","0","0","14","1.9","0.07","0","14","0","0"
"7","8","0","0","0","13","1.8","0.07","0","13","0","0"
"7","8","1","0","0","13","1.6","0.07","0","13","0","0"
"7","8","2","0","0","13","1.3","0.07","0","13","0","0"
"7","8","3","0","0","12","1.1","0.07","0","12","0","0"
"7","8","4","0","0","12","1.1","0.07","0","12","0","0"
"7","8","5","204","32","14","1.2","0.07","24.197","14.669","16933.541","12369.955"
"7","8","6","522","72","16","1.2","0.07","155.977","20.22","107910.515","100123.254"
"7","8","7","0","114","18","1.2","0.07","105.548","21.024","85939.449","78930.71"
"7","8","8","5","188","19","1.5","0.07","177.905","23.736","144423.082","135342.036"
"7","8","9","27","298","21","1.9","0.07","304.582","28.421","245314.842","232658.8"
"7","8","10","90","422","22","2.3","0.07","488.465","32.981","390416.25","372618.688"
"7","8","11","882","124","22","2.6","0.07","992.21","43.195","782606.36","750911.943"
"7","8","12","888","123","23","2.8","0.07","1010.288","43.827","794550.366","762432.725"
"7","8","13","868","128","22","2.9","0.07","956.508","41.389","760358.182","729452.106"
"7","8","14","845","123","22","2.9","0.07","843.652","39.122","678818.66","650801.853"
"7","8","15","801","115","21","2.8","0.07","677.805","35.024","556360.082","532682.469"
"7","8","16","724","105","20","2.7","0.07","471.336","29.948","394781.337","376829.102"
"7","8","17","594","88","19","2.5","0.07","254.107","24.427","196535.934","185608.322"
"7","8","18","358","57","17","2.5","0.07","67.688","18.359","42619.702","37145.954"
"7","8","19","0","0","15","2.6","0.07","0","0","0","0"
"7","8","20","0","0","15","2.7","0.07","0","15","0","0"
"7","8","21","0","0","14","2.6","0.07","0","14","0","0"
"7","8","22","0","0","14","2.5","0.07","0","14","0","0"
"7","8","23","0","0","14","2.3","0.07","0","14","0","0"
"7","9","0","0","0","14","2.1","0.07","0","14","0","0"
"7","9","1","0","0","14","2","0.07","0","14","0","0"
"7","9","2","0","0","13","2","0.07","0","13","0","0"
"7","9","3","0","0","13","2","0.07","0","13","0","0"
"7","9","4","0","0","13","2.2","0.07","0","13","0","0"
"7","9","5","0","4","14","2.5","0.07","3.69","14.077","2348.269","0"
"7","9","6","0","21","15","2.7","0.07","19.417","15.409","15161.7","10660.898"
"7","9","7","52","184","17","2.6","0.07","190.811","21.083","158492.769","148913.178"
"7","9","8","0","150","18","2.6","0.07","139.455","20.975","113366.821","105386.221"
"7","9","9","30","304","19","2.6","0.07","312.735","25.657","254808.079","241815.653"
"7","9","10","809","149","20","2.8","0.07","890.464","38.37","716411.484","687062.615"
"7","9","11","822","156","21","3","0.07","971.409","40.348","773680.391","742302.256"
"7","9","12","821","159","21","3.2","0.07","986.09","39.997","785934.126","754121.793"
"7","9","13","794","168","21","3.3","0.07","931.732","38.669","747235.679","716794.585"
"7","9","14","764","163","20","3.4","0.07","818.425","35.294","666879.595","639285.837"
"7","9","15","717","152","19","3.3","0.07","656.265","31.485","544683.296","521419.439"
"7","9","16","641","133","18","3.2","0.07","456.441","26.845","385860.694","368224.553"
"7","9","17","516","106","17","2.9","0.07","247.144","21.929","194436.764","183583.534"
"7","9","18","293","64","16","2.6","0.07","69.652","17.402","46555.878","40942.656"
"7","9","19","0","0","15","2.5","0.07","0","0","0","0"
"7","9","20","0","0","14","2.5","0.07","0","14","0","0"
"7","9","21","0","0","14","2.4","0.07","0","14","0","0"
"7","9","22","0","0","14","2.4","0.07","0","14","0","0"
"7","9","23","0","0","13","2.4","0.07","0","13","0","0"
"7","10","0","0","0","13","2.3","0.07","0","13","0","0"
"7","10","1","0","0","13","2.2","0.07","0","13","0","0"
"7","10","2","0","0","13","2.1","0.07","0","13","0","0"
"7","10","3","0","0","13","1.9","0.07","0","13","0","0"
"7","10","4","0","0","13","1.9","0.07","0","13","0","0"
"7","10","5","187","32","13","2.1","0.07","24.287","13.548","16730.839","12174.436"
"7","10","6","533","73","15","2.3","0.07","157.697","18.367","109598.314","101751.247"
"7","10","7","0","116","16","2.3","0.07","107.384","18.431","88420.876","81324.211"
"7","10","8","14","214","17","2.5","0.07","207.633","21.512","171082.465","161056.771"
"7","10","9","81","355","18","2.7","0.07","401.732","26.406","329476.073","313837.864"
"7","10","10","864","135","19","3","0.07","921.477","37.373","744785.342","714431.073"
"7","10","11","879","138","20","3.3","0.07","1003.102","39.023","803576.517","771139.044"
"7","10","12","880","139","20","3.4","0.07","1018.366","39.005","815382.706","782526.893"
"7","10","13","859","143","20","3.4","0.07","963.127","37.982","775255.709","743821.755"
"7","10","14","834","137","20","3.3","0.07","852.648","36.194","693366.49","664834.196"
"7","10","15","792","126","19","3.2","0.07","682.98","32.209","566384.655","542351.832"
"7","10","16","724","111","18","3.2","0.07","477.585","27.259","404125.88","385842.531"
"7","10","17","609","89","17","3.2","0.07","259.557","21.911","202787.084","191637.969"
"7","10","18","385","56","15","3","0.07","69.264","16.267","43437.299","37934.58"
"7","10","19","0","0","14","2.7","0.07","0","0","0","0"
"7","10","20","0","0","13","2.5","0.07","0","13","0","0"
"7","10","21","0","0","13","2.2","0.07","0","13","0","0"
"7","10","22","0","0","13","2","0.07","0","13","0","0"
"7","10","23","0","0","13","1.9","0.07","0","13","0","0"
"7","11","0","0","0","13","1.8","0.07","0","13","0","0"
"7","11","1","0","0","13","1.7","0.07","0","13","0","0"
"7","11","2","0","0","13","1.6","0.07","0","13","0","0"
"7","11","3","0","0","13","1.4","0.07","0","13","0","0"
"7","11","4","0","0","13","1.5","0.07","0","13","0","0"
"7","11","5","165","32","13","1.8","0.07","24.336","13.582","16545.331","11995.502"
"7","11","6","0","32","14","2","0.07","29.61","14.712","23625.361","18824.658"
"7","11","7","0","132","15","2.1","0.07","122.059","17.873","101230.022","93679.477"
"7","11","8","12","209","16","2.2","0.07","201.761","20.641","166627.581","156759.741"
"7","11","9","28","300","18","2.3","0.07","307.416","24.919","251050.02","238190.757"
"7","11","10","79","415","19","2.3","0.07","471.85","29.607","381541.727","364058.624"
"7","11","11","905","124","19","2.5","0.07","1015.136","41.085","807281.637","774712.876"
"7","11","12","914","122","20","2.8","0.07","1035.988","41.358","822590.44","789479.227"
"7","11","13","912","117","20","3","0.07","988.61","39.705","791304.975","759302.331"
"7","11","14","225","400","19","3.1","0.07","581.107","30.358","474146.093","453381.649"
"7","11","15","427","270","18","3.2","0.07","565.592","28.916","469803.105","449192.55"
"7","11","16","406","198","17","3.3","0.07","397.023","24.561","335784.659","319922.911"
"7","11","17","0","96","16","3.2","0.07","88.628","17.715","73049.965","66497.952"
"7","11","18","0","40","15","3","0.07","37.054","15.738","29297.04","24295.367"
"7","11","19","0","0","14","2.6","0.07","0","0","0","0"
"7","11","20","0","0","14","2.4","0.07","0","14","0","0"
"7","11","21","0","0","13","2.2","0.07","0","13","0","0"
"7","11","22","0","0","13","1.9","0.07","0","13","0","0"
"7","11","23","0","0","13","1.7","0.07","0","13","0","0"
"7","12","0","0","0","13","1.6","0.07","0","13","0","0"
"7","12","1","0","0","13","1.6","0.07","0","13","0","0"
"7","12","2","0","0","13","1.6","0.07","0","13","0","0"
"7","12","3","0","0","13","1.5","0.07","0","13","0","0"
"7","12","4","0","0","13","1.5","0.07","0","13","0","0"
"7","12","5","231","30","14","1.6","0.07","22.764","14.565","15128.377","10628.756"
"7","12","6","578","66","15","1.5","0.07","157.815","18.95","107396.028","99626.997"
"7","12","7","0","56","16","1.5","0.07","51.907","17.387","41682.248","36241.717"
"7","12","8","0","83","17","1.5","0.07","77.075","19.052","61697.492","55547.742"
"7","12","9","1","153","18","1.6","0.07","143.412","21.723","115290.035","107241.288"
"7","12","10","12","259","19","1.9","0.07","254.085","25.178","204626.015","193411.739"
"7","12","11","55","427","20","2.3","0.07","468.245","30.513","375704.529","358428.261"
"7","12","12","127","468","21","2.7","0.07","590.177","33.319","471904.597","451219.579"
"7","12","13","926","110","21","2.9","0.07","995.363","41.181","792478.756","760434.52"
"7","12","14","907","104","20","3","0.07","879.051","37.545","712280.179","683077.698"
